EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Landings

timestep,fleet,group,value
130,3,11,0.0005409556
131,1,1,8.140121E-07
131,3,11,0.0005423237
132,1,1,8.212713E-07
132,3,11,0.0005436671
133,1,1,8.282337E-07
133,3,11,0.0005449892
134,1,1,8.349336E-07
134,3,11,0.0005462941
135,1,1,8.414531E-07
135,3,11,0.0005475821
136,1,1,8.478002E-07
136,3,11,0.0005488529
137,1,1,8.539494E-07
137,3,11,0.0005501066
138,1,1,8.598594E-07
138,3,11,0.000551343
139,1,1,8.654836E-07
139,3,11,0.0005525619
140,1,1,8.707752E-07
140,3,11,0.0005537632
141,1,1,8.75691E-07
141,3,11,0.0005549467
142,1,1,8.801929E-07
142,3,11,0.000556112
143,1,1,8.842499E-07
143,3,11,0.000557259
144,1,1,8.878374E-07
144,3,11,0.0005583875
145,1,1,8.911286E-07
145,3,11,0.0005594964
146,1,1,8.941543E-07
146,3,11,0.0005605842
147,1,1,8.969509E-07
147,3,11,0.000561651
148,1,1,8.995369E-07
148,3,11,0.0005626967
149,1,1,9.019346E-07
149,3,11,0.0005637212
150,1,1,9.041639E-07
150,3,11,0.0005647246
151,1,1,9.062414E-07
151,3,11,0.0005657068
152,1,1,9.081811E-07
152,3,11,0.0005666679
153,1,1,9.099932E-07
153,3,11,0.0005676078
154,1,1,9.116852E-07
154,3,11,0.0005685265
155,1,1,9.1326E-07
155,3,11,0.0005694242
156,1,1,9.147184E-07
156,3,11,0.000570301
157,1,1,9.158603E-07
157,3,11,0.0005711578
158,1,1,9.166447E-07
158,3,11,0.0005719961
159,1,1,9.170508E-07
159,3,11,0.0005728162
160,1,1,9.170791E-07
160,3,11,0.0005736182
161,1,1,9.167194E-07
161,3,11,0.0005744023
162,1,1,9.159685E-07
162,3,11,0.0005751687
163,1,1,9.148206E-07
163,3,11,0.0005759176
164,1,1,9.132671E-07
164,3,11,0.000576649
165,1,1,9.112968E-07
165,3,11,0.000577363
166,1,1,9.088974E-07
166,3,11,0.0005780598
167,1,1,9.060561E-07
167,3,11,0.0005787394
168,1,1,9.027594E-07
168,3,11,0.0005794019
169,1,1,8.990857E-07
169,3,11,0.0005800455
170,1,1,8.950554E-07
170,3,11,0.0005806689
171,1,1,8.90714E-07
171,3,11,0.0005812726
172,1,1,8.860513E-07
172,3,11,0.0005818572
173,1,1,8.810423E-07
173,3,11,0.0005824232
174,1,1,8.756501E-07
174,3,11,0.0005829709
175,1,1,8.69833E-07
175,3,11,0.0005835004
176,1,1,8.63549E-07
176,3,11,0.0005840121
177,1,1,8.567591E-07
177,3,11,0.0005845063
178,1,1,8.494293E-07
178,3,11,0.0005849829
179,1,1,8.415334E-07
179,3,11,0.0005854424
180,1,1,8.330483E-07
180,3,11,0.0005858847
181,1,1,8.244055E-07
181,3,11,0.0005863136
182,1,1,8.15537E-07
182,3,11,0.0005867326
183,1,1,8.064651E-07
183,3,11,0.0005871419
184,1,1,7.97196E-07
184,3,11,0.0005875413
185,1,1,7.877422E-07
185,3,11,0.0005879307
186,1,1,7.781209E-07
186,3,11,0.0005883101
187,1,1,7.683523E-07
187,3,11,0.0005886793
188,1,1,7.584585E-07
188,3,11,0.0005890382
189,1,1,7.484505E-07
189,3,11,0.0005893869
190,1,1,7.383529E-07
190,3,11,0.0005897252
191,1,1,7.281904E-07
191,3,11,0.0005900532
192,1,1,7.179863E-07
192,3,11,0.000590371
193,1,1,7.080363E-07
193,3,11,0.0005906738
194,1,1,6.98385E-07
194,3,11,0.0005909573
195,1,1,6.890807E-07
195,3,11,0.0005912222
196,1,1,6.801274E-07
196,3,11,0.0005914693
197,1,1,6.715093E-07
197,3,11,0.0005916991
198,1,1,6.632138E-07
198,3,11,0.0005919123
199,1,1,6.552248E-07
199,3,11,0.0005921093
200,1,1,6.47525E-07
200,3,11,0.0005922907
201,1,1,6.40096E-07
201,3,11,0.0005924567
202,1,1,6.329191E-07
202,3,11,0.0005926079
203,1,1,6.259675E-07
203,3,11,0.0005927447
204,1,1,6.19215E-07
204,3,11,0.0005928673
205,1,1,6.124137E-07
205,3,11,0.0005929779
206,1,1,6.055341E-07
206,3,11,0.0005930794
207,1,1,5.98585E-07
207,3,11,0.0005931724
208,1,1,5.91575E-07
208,3,11,0.0005932574
209,1,1,5.845098E-07
209,3,11,0.0005933343
210,1,1,5.773763E-07
210,3,11,0.000593403
211,1,1,5.70173E-07
211,3,11,0.0005934635
212,1,1,5.628984E-07
212,3,11,0.0005935156
213,1,1,5.555516E-07
213,3,11,0.0005935594
214,1,1,5.481327E-07
214,3,11,0.0005935949
215,1,1,5.406437E-07
215,3,11,0.000593622
216,1,1,5.330772E-07
216,3,11,0.000593641
217,1,1,5.255155E-07
217,3,11,0.000593649
218,1,1,5.179817E-07
218,3,11,0.0005936432
219,1,1,5.104932E-07
219,3,11,0.0005936239
220,1,1,5.03068E-07
220,3,11,0.0005935918
221,1,1,4.957273E-07
221,3,11,0.0005935474
222,1,1,4.884776E-07
222,3,11,0.0005934913
223,1,1,4.813323E-07
223,3,11,0.0005934243
224,1,1,4.743015E-07
224,3,11,0.0005933466
225,1,1,4.673922E-07
225,3,11,0.000593259
226,1,1,4.605976E-07
226,3,11,0.0005931617
227,1,1,4.539144E-07
227,3,11,0.0005930553
228,1,1,4.473451E-07
228,3,11,0.0005929401
229,1,1,4.408501E-07
229,3,11,0.0005928152
230,1,1,4.344347E-07
230,3,11,0.0005926799
231,1,1,4.280955E-07
231,3,11,0.0005925352
232,1,1,4.218342E-07
232,3,11,0.0005923816
233,1,1,4.156492E-07
233,3,11,0.0005922194
234,1,1,4.095349E-07
234,3,11,0.0005920489
235,1,1,4.034727E-07
235,3,11,0.0005918706
236,1,1,3.974596E-07
236,3,11,0.0005916847
237,1,1,3.914942E-07
237,3,11,0.0005914915
238,1,1,3.855763E-07
238,3,11,0.0005912912
239,1,1,3.796927E-07
239,3,11,0.0005910843
240,1,1,3.738458E-07
240,3,11,0.000590871
241,1,1,3.681055E-07
241,3,11,0.0005906517
242,1,1,3.624949E-07
242,3,11,0.0005904266
243,1,1,3.570094E-07
243,3,11,0.0005901962
244,1,1,3.516536E-07
244,3,11,0.0005899605
245,1,1,3.464341E-07
245,3,11,0.0005897203
246,1,1,3.413551E-07
246,3,11,0.0005894758
247,1,1,3.3641E-07
247,3,11,0.0005892274
248,1,1,3.315972E-07
248,3,11,0.0005889753
249,1,1,3.269187E-07
249,3,11,0.0005887203
250,1,1,3.223761E-07
250,3,11,0.0005884623
251,1,1,3.179618E-07
251,3,11,0.0005882019
252,1,1,3.136732E-07
252,3,11,0.0005879393
253,1,1,3.094805E-07
253,3,11,0.0005876701
254,1,1,3.053872E-07
254,3,11,0.0005873895
255,1,1,3.014009E-07
255,3,11,0.000587098
256,1,1,2.975246E-07
256,3,11,0.0005867959
257,1,1,2.937639E-07
257,3,11,0.0005864836
258,1,1,2.901226E-07
258,3,11,0.0005861614
259,1,1,2.865969E-07
259,3,11,0.0005858297
260,1,1,2.831837E-07
260,3,11,0.0005854889
261,1,1,2.798832E-07
261,3,11,0.0005851394
262,1,1,2.766947E-07
262,3,11,0.0005847819
263,1,1,2.736134E-07
263,3,11,0.0005844165
264,1,1,2.706309E-07
264,3,11,0.000584044
265,1,1,2.677755E-07
265,3,11,0.0005836652
266,1,1,2.650467E-07
266,3,11,0.000583281
267,1,1,2.624272E-07
267,3,11,0.0005828921
268,1,1,2.599047E-07
268,3,11,0.0005824993
269,1,1,2.574668E-07
269,3,11,0.0005821033
270,1,1,2.551043E-07
270,3,11,0.0005817048
271,1,1,2.528068E-07
271,3,11,0.0005813045
272,1,1,2.505636E-07
272,3,11,0.000580903
273,1,1,2.483629E-07
273,3,11,0.0005805008
274,1,1,2.461914E-07
274,3,11,0.0005800984
275,1,1,2.440339E-07
275,3,11,0.0005796962
276,1,1,2.418784E-07
276,3,11,0.0005792944
277,1,1,2.397576E-07
277,3,11,0.000578894
278,1,1,2.376776E-07
278,3,11,0.0005784961
279,1,1,2.35623E-07
279,3,11,0.000578101
280,1,1,2.335911E-07
280,3,11,0.0005777092
281,1,1,2.315801E-07
281,3,11,0.0005773209
282,1,1,2.295901E-07
282,3,11,0.0005769365
283,1,1,2.276222E-07
283,3,11,0.0005765562
284,1,1,2.25679E-07
284,3,11,0.0005761803
285,1,1,2.237624E-07
285,3,11,0.000575809
286,1,1,2.218775E-07
286,3,11,0.0005754426
287,1,1,2.200306E-07
287,3,11,0.0005750813
288,1,1,2.182287E-07
288,3,11,0.0005747253
289,1,1,2.165252E-07
289,3,11,0.000574365
290,1,1,2.149391E-07
290,3,11,0.0005739912
291,1,1,2.134593E-07
291,3,11,0.0005736052
292,1,1,2.120894E-07
292,3,11,0.0005732084
293,1,1,2.108319E-07
293,3,11,0.0005728021
294,1,1,2.096873E-07
294,3,11,0.0005723873
295,1,1,2.086535E-07
295,3,11,0.0005719652
296,1,1,2.077259E-07
296,3,11,0.0005715366
297,1,1,2.068972E-07
297,3,11,0.0005711024
298,1,1,2.061575E-07
298,3,11,0.0005706633
299,1,1,2.054944E-07
299,3,11,0.0005702199
300,1,1,2.048936E-07
300,3,11,0.0005697726
301,1,1,2.043367E-07
301,3,11,0.0005693364
302,1,1,2.038104E-07
302,3,11,0.0005689269
303,1,1,2.032982E-07
303,3,11,0.0005685434
304,1,1,2.027823E-07
304,3,11,0.0005681855
305,1,1,2.02246E-07
305,3,11,0.0005678523
306,1,1,2.016748E-07
306,3,11,0.0005675434
307,1,1,2.010561E-07
307,3,11,0.0005672582
308,1,1,2.003813E-07
308,3,11,0.0005669962
309,1,1,1.996477E-07
309,3,11,0.0005667571
310,1,1,1.988566E-07
310,3,11,0.0005665405
311,1,1,1.98014E-07
311,3,11,0.000566346
312,1,1,1.971266E-07
312,3,11,0.0005661738
313,1,1,1.96301E-07
313,3,11,0.0005660218
314,1,1,1.956059E-07
314,3,11,0.0005658877
315,1,1,1.950648E-07
315,3,11,0.0005657711
316,1,1,1.947193E-07
316,3,11,0.0005656715
317,1,1,1.946089E-07
317,3,11,0.0005655885
318,1,1,1.947721E-07
318,3,11,0.0005655219
319,1,1,1.952447E-07
319,3,11,0.0005654714
320,1,1,1.960593E-07
320,3,11,0.0005654367
321,1,1,1.972454E-07
321,3,11,0.0005654176
322,1,1,1.988291E-07
322,3,11,0.0005654139
323,1,1,2.008312E-07
323,3,11,0.0005654254
324,1,1,2.032704E-07
324,3,11,0.0005654522
325,1,1,2.060208E-07
325,3,11,0.0005654927
326,1,1,2.090199E-07
326,3,11,0.0005655461
327,1,1,2.122816E-07
327,3,11,0.0005656123
328,1,1,2.157792E-07
328,3,11,0.0005656913
329,1,1,2.194894E-07
329,3,11,0.0005657832
330,1,1,2.233846E-07
330,3,11,0.0005658879
331,1,1,2.274419E-07
331,3,11,0.0005660055
332,1,1,2.316336E-07
332,3,11,0.0005661359
333,1,1,2.35937E-07
333,3,11,0.0005662792
334,1,1,2.403281E-07
334,3,11,0.0005664352
335,1,1,2.447832E-07
335,3,11,0.0005666039
336,1,1,2.492814E-07
336,3,11,0.0005667852
337,1,1,2.538215E-07
337,3,11,0.00056698
338,1,1,2.583952E-07
338,3,11,0.0005671892
339,1,1,2.629844E-07
339,3,11,0.0005674125
340,1,1,2.675797E-07
340,3,11,0.0005676493
341,1,1,2.721733E-07
341,3,11,0.0005678995
342,1,1,2.767563E-07
342,3,11,0.0005681626
343,1,1,2.813195E-07
343,3,11,0.0005684384
344,1,1,2.858576E-07
344,3,11,0.0005687264
345,1,1,2.903605E-07
345,3,11,0.0005690266
346,1,1,2.948227E-07
346,3,11,0.0005693385
347,1,1,2.992367E-07
347,3,11,0.0005696621
348,1,1,3.035959E-07
348,3,11,0.0005699972
349,1,1,3.078717E-07
349,3,11,0.0005703445
350,1,1,3.120597E-07
350,3,11,0.0005707044
351,1,1,3.16169E-07
351,3,11,0.0005710766
352,1,1,3.20201E-07
352,3,11,0.0005714609
353,1,1,3.241521E-07
353,3,11,0.000571857
354,1,1,3.280227E-07
354,3,11,0.0005722649
355,1,1,3.318065E-07
355,3,11,0.0005726842
356,1,1,3.355007E-07
356,3,11,0.0005731147
357,1,1,3.391032E-07
357,3,11,0.0005735561
358,1,1,3.426046E-07
358,3,11,0.0005740083
359,1,1,3.460025E-07
359,3,11,0.0005744708
360,1,1,3.492938E-07
360,3,11,0.0005749435
361,1,1,3.525537E-07
361,3,11,0.0005754274
362,1,1,3.557674E-07
362,3,11,0.0005759236
363,1,1,3.58895E-07
363,3,11,0.000576432
364,1,1,3.619242E-07
364,3,11,0.0005769527
365,1,1,3.648474E-07
365,3,11,0.0005774854
366,1,1,3.676618E-07
366,3,11,0.0005780301
367,1,1,3.703709E-07
367,3,11,0.0005785866
368,1,1,3.729806E-07
368,3,11,0.0005791549
369,1,1,3.75498E-07
369,3,11,0.0005797348
370,1,1,3.779309E-07
370,3,11,0.0005803262
371,1,1,3.802876E-07
371,3,11,0.0005809288
372,1,1,3.825761E-07
372,3,11,0.0005815426
373,1,1,3.848214E-07
373,3,11,0.0005821637
374,1,1,3.870531E-07
374,3,11,0.0005827884
375,1,1,3.892818E-07
375,3,11,0.0005834168
376,1,1,3.915052E-07
376,3,11,0.0005840489
377,1,1,3.937118E-07
377,3,11,0.0005846848
378,1,1,3.958847E-07
378,3,11,0.0005853246
379,1,1,3.980041E-07
379,3,11,0.0005859683
380,1,1,4.000485E-07
380,3,11,0.0005866158
381,1,1,4.019963E-07
381,3,11,0.0005872671
382,1,1,4.038262E-07
382,3,11,0.0005879222
383,1,1,4.055185E-07
383,3,11,0.000588581
384,1,1,4.070552E-07
384,3,11,0.0005892435
385,1,1,4.084531E-07
385,3,11,0.000589906
386,1,1,4.097099E-07
386,3,11,0.0005905648
387,1,1,4.108196E-07
387,3,11,0.0005912199
388,1,1,4.117751E-07
388,3,11,0.0005918714
389,1,1,4.125697E-07
389,3,11,0.0005925192
390,1,1,4.131983E-07
390,3,11,0.0005931634
391,1,1,4.136584E-07
391,3,11,0.0005938039
392,1,1,4.139508E-07
392,3,11,0.0005944405
393,1,1,4.140786E-07
393,3,11,0.0005950733
394,1,1,4.140475E-07
394,3,11,0.0005957021
395,1,1,4.138656E-07
395,3,11,0.0005963268
396,1,1,4.135427E-07
396,3,11,0.0005969474
