EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TL

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,3.365425,3.585537,3.832808,2.580221,2.745245,2.745245,2.910852,2.910852,2.910852,2.910837,3.441779,3.997033,3.942298,3.670528,3.730034,3.368237,3.368253,3.063188,2.180355,2.380063,1,1
2,3.365681,3.586086,3.833973,2.580259,2.745211,2.745211,2.910818,2.910818,2.910818,2.907849,3.443005,3.997305,3.941509,3.670606,3.730142,3.36826,3.368234,3.06316,2.180346,2.380048,1,1
3,3.365984,3.586703,3.835206,2.580317,2.745162,2.745161,2.910769,2.910769,2.910769,2.904759,3.444211,3.997583,3.941257,3.670759,3.730334,3.368278,3.368212,3.063117,2.180338,2.38002,1,1
4,3.366331,3.587376,3.836483,2.58038,2.7451,2.7451,2.910708,2.910708,2.910708,2.901586,3.445394,3.997866,3.941451,3.670997,3.730601,3.368297,3.368192,3.063065,2.180329,2.379985,1,1
5,3.366719,3.588096,3.837788,2.580465,2.745033,2.745033,2.91064,2.91064,2.91064,2.898337,3.446557,3.998152,3.942025,3.671316,3.73093,3.368315,3.368176,3.063006,2.180318,2.379946,1,1
6,3.367141,3.588854,3.839101,2.580586,2.744961,2.744961,2.910568,2.910568,2.910568,2.895018,3.447701,3.998433,3.942931,3.671709,3.731308,3.368333,3.368164,3.062943,2.180306,2.379904,1,1
7,3.367594,3.589645,3.840405,2.580755,2.744887,2.744887,2.910493,2.910493,2.910493,2.891632,3.448831,3.998701,3.944134,3.672165,3.731723,3.368352,3.368156,3.062878,2.180294,2.37986,1,1
8,3.368072,3.590459,3.841681,2.580979,2.744811,2.744811,2.910417,2.910417,2.910417,2.888183,3.449949,3.998946,3.945606,3.672673,3.73216,3.368371,3.368153,3.062812,2.18028,2.379816,1,1
9,3.368569,3.591289,3.842913,2.581258,2.744734,2.744734,2.91034,2.91034,2.91034,2.884672,3.45106,3.999161,3.947321,3.673221,3.732606,3.368391,3.368155,3.062744,2.180267,2.379771,1,1
10,3.369077,3.592126,3.844089,2.581592,2.744657,2.744657,2.910262,2.910262,2.910262,2.881104,3.452167,3.999342,3.949255,3.673796,3.733049,3.368411,3.368162,3.062676,2.180253,2.379725,1,1
11,3.369592,3.592964,3.8452,2.581971,2.744578,2.744578,2.910183,2.910183,2.910183,2.877479,3.453273,3.999483,3.951387,3.674385,3.733477,3.36843,3.368174,3.062606,2.180239,2.379679,1,1
12,3.370107,3.593796,3.846241,2.582388,2.7445,2.744499,2.910104,2.910104,2.910104,2.873799,3.454381,3.999586,3.953697,3.674976,3.733885,3.368449,3.36819,3.062537,2.180224,2.379632,1,1
13,3.370614,3.594908,3.847816,2.582829,2.744421,2.744421,2.910025,2.910025,2.910025,2.870068,3.456538,3.99965,3.956406,3.675559,3.734245,3.368565,3.368279,3.062468,2.18021,2.379586,1,1
14,3.371114,3.596038,3.849561,2.583225,2.744341,2.74434,2.909944,2.909944,2.909944,2.86612,3.458777,3.999711,3.96261,3.67616,3.734619,3.368598,3.368345,3.062397,2.180195,2.379539,1,1
15,3.371593,3.5972,3.851359,2.583523,2.74426,2.74426,2.909863,2.909863,2.909863,2.861949,3.461079,3.999793,3.968769,3.676723,3.734997,3.36863,3.36841,3.062325,2.18018,2.379491,1,1
16,3.372049,3.5984,3.853213,2.583728,2.74418,2.74418,2.909782,2.909782,2.909782,2.857567,3.463452,3.999892,3.97486,3.677246,3.735379,3.368662,3.368473,3.062254,2.180163,2.379443,1,1
17,3.372481,3.599641,3.855126,2.583848,2.744102,2.744102,2.909703,2.909704,2.909704,2.852982,3.465901,4.000011,3.980862,3.677735,3.735761,3.368696,3.368536,3.062184,2.180145,2.379397,1,1
18,3.372892,3.600929,3.857099,2.583894,2.744026,2.744026,2.909628,2.909628,2.909628,2.848203,3.468426,4.000149,3.986749,3.678201,3.736145,3.368733,3.368596,3.062116,2.180127,2.379351,1,1
19,3.373281,3.602265,3.859131,2.583874,2.743954,2.743954,2.909555,2.909555,2.909555,2.84324,3.471025,4.000305,3.992493,3.678663,3.736528,3.368773,3.368654,3.062051,2.180108,2.379308,1,1
20,3.37365,3.603657,3.861217,2.583797,2.743886,2.743886,2.909486,2.909486,2.909486,2.838099,3.473693,4.000479,3.998072,3.679134,3.73691,3.368818,3.368707,3.061989,2.180089,2.379267,1,1
21,3.374,3.605108,3.863354,2.583674,2.743821,2.743821,2.909421,2.909421,2.909421,2.832789,3.476423,4.000668,4.003462,3.679634,3.737291,3.368866,3.368754,3.061929,2.180069,2.379228,1,1
22,3.374332,3.606622,3.865535,2.583512,2.743759,2.743759,2.909359,2.909359,2.909359,2.827316,3.479203,4.000871,4.008642,3.680176,3.737668,3.368916,3.368793,3.061873,2.180048,2.379191,1,1
23,3.374646,3.608203,3.867754,2.583319,2.743702,2.743702,2.909301,2.909301,2.909301,2.821687,3.482024,4.001085,4.013594,3.680771,3.73804,3.368969,3.368821,3.06182,2.180027,2.379156,1,1
24,3.374944,3.609856,3.870006,2.583103,2.743648,2.743648,2.909246,2.909246,2.909246,2.815909,3.484873,4.001307,4.018304,3.681426,3.738406,3.369022,3.368836,3.061769,2.180005,2.379123,1,1
25,3.375224,3.611856,3.872448,2.582869,2.743597,2.743597,2.909195,2.909195,2.909195,2.809987,3.487921,4.001533,4.021744,3.682144,3.738767,3.368988,3.368784,3.061721,2.179982,2.379092,1,1
26,3.375557,3.614069,3.87534,2.582624,2.74355,2.74355,2.909147,2.909147,2.909147,2.804225,3.490989,4.001935,4.025296,3.682927,3.739183,3.369071,3.368712,3.061676,2.179959,2.379063,1,1
27,3.375933,3.616392,3.878293,2.582373,2.743506,2.743506,2.909102,2.909103,2.909103,2.798616,3.494079,4.002334,4.029018,3.683717,3.739652,3.369161,3.368651,3.061634,2.179936,2.379036,1,1
28,3.376341,3.618805,3.88129,2.58212,2.743465,2.743465,2.909061,2.909061,2.909061,2.79315,3.497179,4.002728,4.032827,3.684488,3.740162,3.369256,3.3686,3.061594,2.179912,2.37901,1,1
29,3.376773,3.621294,3.884313,2.581868,2.743427,2.743427,2.909024,2.909024,2.909024,2.787819,3.500283,4.003119,4.03666,3.685217,3.740703,3.369353,3.368561,3.061557,2.179888,2.378987,1,1
30,3.377222,3.623844,3.887353,2.581616,2.743392,2.743393,2.908988,2.908988,2.908988,2.782614,3.50339,4.003501,4.040478,3.685889,3.741266,3.36945,3.368531,3.061522,2.179864,2.378966,1,1
31,3.377681,3.626445,3.890401,2.581364,2.743361,2.743361,2.908956,2.908956,2.908956,2.777528,3.506501,4.003875,4.044252,3.686487,3.741845,3.369545,3.368515,3.06149,2.179839,2.378946,1,1
32,3.378148,3.629086,3.893448,2.581112,2.743332,2.743332,2.908927,2.908927,2.908927,2.772553,3.509621,4.00424,4.047963,3.687004,3.742435,3.369637,3.368512,3.06146,2.179815,2.378928,1,1
33,3.378616,3.631759,3.89649,2.580862,2.743306,2.743306,2.908901,2.908901,2.908901,2.767685,3.512753,4.004595,4.051594,3.687434,3.743031,3.369725,3.368523,3.061433,2.17979,2.378912,1,1
34,3.379082,3.634454,3.899518,2.580612,2.743283,2.743283,2.908878,2.908878,2.908878,2.762917,3.515904,4.004941,4.055135,3.687777,3.743627,3.36981,3.368551,3.061408,2.179765,2.378897,1,1
35,3.379544,3.637164,3.90253,2.580362,2.743263,2.743263,2.908857,2.908857,2.908857,2.758243,3.519079,4.005279,4.058577,3.688035,3.744223,3.369892,3.368595,3.061385,2.17974,2.378884,1,1
36,3.380001,3.639883,3.905519,2.580113,2.743245,2.743245,2.908839,2.908839,2.908839,2.75366,3.522284,4.005611,4.061915,3.688216,3.744817,3.369972,3.368657,3.061364,2.179715,2.378872,1,1
37,3.380452,3.642288,3.908247,2.579863,2.743229,2.743229,2.908823,2.908823,2.908823,2.749163,3.525438,4.005938,4.065567,3.68833,3.745366,3.370133,3.36879,3.061345,2.179689,2.378862,1,1
38,3.380837,3.644862,3.910593,2.579612,2.743215,2.743216,2.908809,2.908809,2.908809,2.744622,3.528664,4.006098,4.069184,3.688413,3.745955,3.370172,3.368945,3.061328,2.179663,2.378853,1,1
39,3.381147,3.647479,3.912985,2.57936,2.743203,2.743203,2.908796,2.908797,2.908797,2.740036,3.531962,4.006233,4.0727,3.68847,3.746475,3.370206,3.369098,3.061312,2.179637,2.378845,1,1
40,3.38138,3.65015,3.915427,2.579106,2.743192,2.743192,2.908785,2.908785,2.908785,2.735406,3.535344,4.006341,4.076104,3.68853,3.746919,3.370236,3.369247,3.061297,2.17961,2.378837,1,1
41,3.381535,3.652885,3.917923,2.578849,2.743182,2.743182,2.908775,2.908775,2.908775,2.730737,3.538813,4.006428,4.079376,3.688626,3.747283,3.370266,3.369392,3.061283,2.179581,2.37883,1,1
42,3.381608,3.655691,3.920475,2.578589,2.743173,2.743173,2.908766,2.908766,2.908766,2.726031,3.542365,4.006495,4.082493,3.688798,3.747561,3.370297,3.369528,3.06127,2.179553,2.378824,1,1
43,3.381601,3.658576,3.923082,2.578324,2.743166,2.743166,2.908758,2.908758,2.908758,2.72129,3.545992,4.006549,4.085417,3.689083,3.747752,3.370329,3.369653,3.061258,2.179523,2.378818,1,1
44,3.381512,3.661546,3.925742,2.578055,2.74316,2.74316,2.908752,2.908752,2.908752,2.716519,3.549677,4.006592,4.0881,3.689513,3.747853,3.370361,3.369762,3.061247,2.179492,2.378813,1,1
45,3.381344,3.664606,3.928452,2.57778,2.743155,2.743155,2.908747,2.908747,2.908747,2.711719,3.5534,4.006628,4.090491,3.69011,3.747863,3.370394,3.369853,3.061237,2.179461,2.37881,1,1
46,3.381098,3.667762,3.931208,2.577498,2.743153,2.743152,2.908744,2.908744,2.908744,2.706892,3.557137,4.006661,4.092523,3.690887,3.747783,3.370427,3.369919,3.061229,2.17943,2.378807,1,1
47,3.380775,3.671021,3.934014,2.577203,2.743152,2.743152,2.908743,2.908743,2.908743,2.702041,3.560861,4.006696,4.094129,3.691848,3.747617,3.370459,3.369957,3.061222,2.179397,2.378805,1,1
48,3.38038,3.674387,3.936863,2.576895,2.743152,2.743152,2.908743,2.908743,2.908743,2.697168,3.564544,4.006735,4.09524,3.692981,3.747366,3.370489,3.369962,3.061216,2.179363,2.378804,1,1
49,3.379901,3.678368,3.940353,2.576574,2.743155,2.743155,2.908746,2.908746,2.908746,2.692276,3.568866,4.006778,4.095833,3.694271,3.747047,3.370536,3.369953,3.061212,2.17933,2.378804,1,1
50,3.379337,3.682606,3.944323,2.576239,2.743159,2.743158,2.908749,2.908749,2.908749,2.687624,3.573241,4.006799,4.095905,3.695362,3.746596,3.370563,3.369916,3.061209,2.179294,2.378805,1,1
51,3.378683,3.686988,3.948349,2.575895,2.743164,2.743164,2.908754,2.908754,2.908754,2.683203,3.577633,4.006773,4.096032,3.696216,3.746056,3.370583,3.369869,3.061208,2.179258,2.378806,1,1
52,3.377939,3.691507,3.952421,2.575546,2.74317,2.74317,2.908761,2.908761,2.908761,2.678997,3.582038,4.0067,4.096204,3.696799,3.745424,3.370595,3.369812,3.061207,2.179221,2.378809,1,1
53,3.377105,3.696154,3.956529,2.5752,2.743179,2.743179,2.908769,2.908769,2.908769,2.67499,3.586448,4.006581,4.096417,3.697088,3.744699,3.3706,3.369746,3.061208,2.179183,2.378812,1,1
54,3.376185,3.700918,3.960664,2.574862,2.74319,2.743191,2.90878,2.90878,2.90878,2.67117,3.590856,4.006415,4.096671,3.697072,3.743883,3.370598,3.369675,3.061211,2.179144,2.378817,1,1
55,3.375181,3.70579,3.964811,2.57454,2.743203,2.743203,2.908793,2.908792,2.908792,2.667526,3.595255,4.006201,4.096972,3.696748,3.742975,3.370589,3.369598,3.061216,2.179106,2.378823,1,1
56,3.374094,3.710757,3.968958,2.574237,2.743218,2.743218,2.908807,2.908807,2.908807,2.664044,3.599638,4.005936,4.097329,3.696123,3.741974,3.370571,3.369515,3.061222,2.179067,2.37883,1,1
57,3.372929,3.715809,3.973096,2.573959,2.743233,2.743233,2.908823,2.908823,2.908823,2.660715,3.604,4.00562,4.097751,3.69521,3.740882,3.370545,3.369428,3.061229,2.179029,2.378838,1,1
58,3.371686,3.720932,3.977211,2.57371,2.74325,2.74325,2.908839,2.908839,2.908839,2.657529,3.608332,4.00525,4.098252,3.694027,3.739697,3.370511,3.369338,3.061238,2.178991,2.378847,1,1
59,3.370366,3.726113,3.981292,2.573491,2.743268,2.743268,2.908857,2.908857,2.908857,2.654478,3.612631,4.004824,4.098844,3.692597,3.738418,3.370468,3.369244,3.061247,2.178952,2.378856,1,1
60,3.368973,3.731339,3.985332,2.573303,2.743286,2.743286,2.908875,2.908875,2.908875,2.651551,3.61689,4.004342,4.099539,3.690942,3.737044,3.370416,3.369148,3.061257,2.178914,2.378865,1,1
61,3.367226,3.737792,3.991286,2.573146,2.743305,2.743305,2.908894,2.908894,2.908894,2.648744,3.622223,4.003792,4.101316,3.68908,3.735567,3.370378,3.369071,3.061268,2.178877,2.378875,1,1
62,3.36539,3.744367,3.99727,2.57302,2.743343,2.743343,2.908931,2.908931,2.908931,2.646473,3.627546,4.003146,4.103309,3.68742,3.733906,3.370332,3.368969,3.061294,2.178841,2.378895,1,1
63,3.363487,3.750926,4.003115,2.572935,2.743392,2.743392,2.90898,2.90898,2.90898,2.644413,3.63281,4.002441,4.105228,3.68574,3.732113,3.370281,3.368867,3.061329,2.178805,2.378921,1,1
64,3.361514,3.757453,4.008826,2.572881,2.743446,2.743446,2.909034,2.909034,2.909034,2.642544,3.63801,4.001677,4.107078,3.684014,3.73019,3.370221,3.368764,3.061369,2.178768,2.378951,1,1
65,3.359471,3.763934,4.014406,2.57285,2.743504,2.743504,2.909091,2.909091,2.909092,2.640852,3.643136,4.00085,4.108863,3.682196,3.728139,3.370152,3.368658,3.061413,2.178731,2.378983,1,1
66,3.357359,3.770357,4.019858,2.572837,2.743561,2.743561,2.909149,2.909149,2.909149,2.639323,3.648182,3.999961,4.11058,3.680232,3.725967,3.370072,3.368548,3.061456,2.178694,2.379015,1,1
67,3.355184,3.776712,4.025183,2.572839,2.743617,2.743617,2.909206,2.909206,2.909206,2.637945,3.653146,3.99901,4.112224,3.678067,3.723677,3.369981,3.368433,3.061499,2.178657,2.379046,1,1
68,3.35295,3.782993,4.030383,2.572857,2.743672,2.743672,2.90926,2.90926,2.90926,2.636708,3.658022,3.998003,4.113783,3.675652,3.721277,3.369879,3.368313,3.06154,2.178618,2.379077,1,1
69,3.350664,3.789191,4.035458,2.57289,2.743722,2.743722,2.909311,2.909311,2.909311,2.635603,3.662811,3.996941,4.115243,3.672948,3.718775,3.369766,3.368189,3.061579,2.178579,2.379106,1,1
70,3.348334,3.795299,4.040404,2.572947,2.743769,2.743769,2.909358,2.909358,2.909358,2.634622,3.667512,3.995825,4.11659,3.669932,3.716176,3.369642,3.36806,3.061614,2.17854,2.379132,1,1
71,3.345969,3.801309,4.045216,2.573035,2.743812,2.743812,2.9094,2.9094,2.9094,2.633759,3.672123,3.994658,4.117808,3.666597,3.71349,3.369508,3.367928,3.061646,2.1785,2.379156,1,1
72,3.343578,3.807211,4.049883,2.573162,2.74385,2.74385,2.909438,2.909438,2.909438,2.633007,3.676647,3.993441,4.118882,3.662951,3.710718,3.369365,3.367792,3.061673,2.178459,2.379178,1,1
73,3.341224,3.81335,4.054585,2.573339,2.743882,2.743882,2.909471,2.909471,2.909471,2.632361,3.681444,3.992179,4.119374,3.659026,3.707879,3.36922,3.36766,3.061696,2.178417,2.379196,1,1
74,3.338873,3.819353,4.059092,2.573616,2.743904,2.743904,2.909492,2.909492,2.909492,2.631703,3.686149,3.990908,4.119916,3.654839,3.704922,3.369065,3.367512,3.06171,2.178374,2.379208,1,1
75,3.336522,3.825238,4.063394,2.573984,2.743916,2.743916,2.909505,2.909505,2.909505,2.63097,3.690748,3.989548,4.12053,3.650658,3.701871,3.368903,3.367358,3.061716,2.17833,2.379215,1,1
76,3.334177,3.831004,4.0675,2.574435,2.743919,2.743919,2.909508,2.909508,2.909508,2.630212,3.695241,3.988099,4.121201,3.646541,3.69873,3.368733,3.367197,3.061714,2.178284,2.379216,1,1
77,3.331843,3.836648,4.071414,2.574957,2.743914,2.743914,2.909502,2.909502,2.909502,2.629472,3.699629,3.986562,4.121917,3.642539,3.6955,3.368556,3.367029,3.061704,2.178237,2.379212,1,1
78,3.329523,3.84217,4.075143,2.575537,2.7439,2.7439,2.909488,2.909488,2.909488,2.628785,3.703913,3.984938,4.122673,3.638688,3.692183,3.368372,3.366855,3.061687,2.178189,2.379204,1,1
79,3.327216,3.847572,4.078702,2.576154,2.743879,2.743879,2.909467,2.909467,2.909467,2.628181,3.708095,3.98323,4.123472,3.635006,3.688778,3.368182,3.366675,3.061664,2.178141,2.379191,1,1
80,3.324923,3.852857,4.082109,2.576788,2.743851,2.743851,2.909439,2.909439,2.909439,2.627683,3.712174,3.981439,4.124319,3.631496,3.685289,3.367986,3.366489,3.061635,2.178091,2.379174,1,1
81,3.322644,3.858028,4.085371,2.577428,2.743817,2.743817,2.909404,2.909404,2.909404,2.627309,3.716156,3.979566,4.12522,3.628142,3.681715,3.367784,3.366298,3.061601,2.178041,2.379153,1,1
82,3.320379,3.863087,4.088497,2.578063,2.743777,2.743777,2.909364,2.909364,2.909364,2.627073,3.72004,3.977611,4.12618,3.624917,3.678058,3.367577,3.366103,3.061561,2.17799,2.379129,1,1
83,3.318129,3.868036,4.091498,2.578682,2.743732,2.743732,2.909319,2.909319,2.909319,2.626986,3.723828,3.975575,4.127203,3.621786,3.674318,3.367366,3.365904,3.061518,2.177938,2.379102,1,1
84,3.31589,3.872881,4.094389,2.579273,2.743683,2.743683,2.909269,2.909269,2.909269,2.627052,3.727523,3.973463,4.128302,3.61871,3.670498,3.367151,3.365701,3.06147,2.177886,2.379073,1,1
85,3.313558,3.877604,4.097486,2.57983,2.74363,2.74363,2.909216,2.909216,2.909216,2.627277,3.731024,3.971282,4.129776,3.615652,3.666599,3.366931,3.365495,3.06142,2.177835,2.379041,1,1
86,3.311246,3.882247,4.10052,2.580339,2.743584,2.743584,2.90917,2.90917,2.90917,2.627935,3.734431,3.968991,4.131182,3.612347,3.662647,3.36671,3.365292,3.061375,2.177784,2.379013,1,1
87,3.308964,3.88681,4.10346,2.580806,2.743543,2.743543,2.909128,2.909127,2.909127,2.628881,3.737749,3.966648,4.132535,3.608849,3.658634,3.366491,3.36509,3.061333,2.177734,2.378987,1,1
88,3.306709,3.891289,4.106311,2.581227,2.743502,2.743502,2.909087,2.909087,2.909087,2.6301,3.740978,3.964253,4.133836,3.605162,3.654558,3.366271,3.364887,3.061293,2.177684,2.378962,1,1
89,3.304482,3.895687,4.109084,2.581599,2.743464,2.743463,2.909048,2.909048,2.909047,2.631579,3.744121,3.961807,4.13509,3.601302,3.650427,3.36605,3.364683,3.061255,2.177634,2.378937,1,1
90,3.302281,3.900004,4.111783,2.581923,2.743425,2.743425,2.909009,2.909009,2.909009,2.6333,3.747178,3.959315,4.136296,3.597295,3.646242,3.36583,3.364478,3.061217,2.177585,2.378914,1,1
91,3.300107,3.904239,4.114412,2.582199,2.743387,2.743387,2.90897,2.90897,2.90897,2.635244,3.750148,3.956779,4.137454,3.593168,3.642007,3.365609,3.364273,3.061179,2.177536,2.37889,1,1
92,3.29796,3.908392,4.116978,2.582429,2.743348,2.743348,2.908931,2.908931,2.908931,2.637401,3.753032,3.954204,4.13856,3.588953,3.637726,3.365389,3.364067,3.061141,2.177488,2.378866,1,1
93,3.295838,3.912465,4.119487,2.582613,2.74331,2.74331,2.908893,2.908893,2.908893,2.63976,3.755831,3.951598,4.139615,3.58468,3.633402,3.365169,3.363861,3.061104,2.177439,2.378843,1,1
94,3.293743,3.916457,4.121944,2.582755,2.743273,2.743273,2.908855,2.908855,2.908855,2.642307,3.758545,3.948966,4.140611,3.580375,3.629041,3.36495,3.363655,3.061066,2.177392,2.378819,1,1
95,3.291675,3.920368,4.124352,2.582858,2.743236,2.743236,2.908818,2.908818,2.908818,2.645033,3.761173,3.946315,4.141547,3.576061,3.624645,3.364733,3.363451,3.061031,2.177344,2.378797,1,1
96,3.289636,3.924196,4.126707,2.582927,2.743201,2.743201,2.908782,2.908782,2.908782,2.647928,3.763716,3.943648,4.142418,3.571753,3.620219,3.364517,3.363247,3.060995,2.177296,2.378775,1,1
97,3.287355,3.9286,4.130285,2.582968,2.743167,2.743167,2.908748,2.908748,2.908748,2.650983,3.766577,3.940968,4.143977,3.567462,3.615737,3.364309,3.36305,3.060961,2.17725,2.378754,1,1
98,3.285125,3.932816,4.133788,2.583005,2.743154,2.743154,2.908734,2.908734,2.908734,2.654611,3.769361,3.938126,4.14546,3.56312,3.611492,3.364113,3.362852,3.060944,2.177205,2.378744,1,1
99,3.28296,3.936898,4.137107,2.583048,2.743154,2.743154,2.908734,2.908734,2.908734,2.658485,3.772056,3.935233,4.14683,3.558768,3.607208,3.363922,3.362663,3.060939,2.177161,2.378742,1,1
100,3.280853,3.940854,4.140267,2.583083,2.743163,2.743163,2.908742,2.908742,2.908742,2.662584,3.774661,3.932296,4.148091,3.554397,3.602891,3.363737,3.362478,3.06094,2.177118,2.378744,1,1
101,3.278798,3.944689,4.143286,2.583099,2.743176,2.743176,2.908756,2.908756,2.908756,2.666891,3.777176,3.929325,4.149247,3.549996,3.598545,3.363554,3.362299,3.060947,2.177075,2.378751,1,1
102,3.276791,3.948411,4.146182,2.583084,2.743193,2.743193,2.908772,2.908773,2.908772,2.671393,3.779601,3.926334,4.150305,3.545553,3.594173,3.363375,3.362122,3.060956,2.177032,2.378759,1,1
103,3.274825,3.952025,4.148974,2.583031,2.743212,2.743212,2.908791,2.908792,2.908791,2.676076,3.781938,3.923337,4.151269,3.54106,3.589783,3.363197,3.361949,3.060968,2.17699,2.378768,1,1
104,3.272898,3.955539,4.151679,2.582935,2.743233,2.743233,2.908812,2.908812,2.908812,2.680931,3.784188,3.920351,4.152145,3.536515,3.58538,3.363021,3.361781,3.06098,2.176948,2.378779,1,1
105,3.271006,3.958958,4.15431,2.582791,2.743255,2.743255,2.908834,2.908834,2.908834,2.685948,3.786352,3.917392,4.152937,3.531917,3.580971,3.362846,3.361616,3.060994,2.176906,2.378791,1,1
106,3.269147,3.962287,4.156879,2.582601,2.743279,2.743279,2.908858,2.908858,2.908858,2.69112,3.788433,3.914473,4.153654,3.527276,3.576562,3.362675,3.361456,3.06101,2.176865,2.378804,1,1
107,3.267321,3.965531,4.159394,2.582366,2.743304,2.743304,2.908883,2.908883,2.908883,2.696428,3.790432,3.911606,4.154299,3.5226,3.572156,3.362505,3.361301,3.061027,2.176823,2.378817,1,1
108,3.265526,3.96869,4.161861,2.582089,2.743332,2.743332,2.90891,2.90891,2.90891,2.701865,3.792352,3.908799,4.154877,3.517907,3.567758,3.362339,3.361152,3.061045,2.176783,2.378832,1,1
109,3.263664,3.972187,4.164857,2.581775,2.743361,2.743361,2.90894,2.90894,2.908939,2.707427,3.794537,3.90605,4.155652,3.513212,3.563338,3.362182,3.361014,3.061065,2.176742,2.378848,1,1
110,3.261854,3.975531,4.167781,2.581484,2.743398,2.743398,2.908976,2.908976,2.908976,2.713094,3.796644,3.90331,4.156397,3.508626,3.558977,3.362031,3.360874,3.061091,2.176703,2.378868,1,1
111,3.2601,3.978761,4.170562,2.581217,2.743438,2.743438,2.909017,2.909016,2.909017,2.718759,3.798665,3.900577,4.157129,3.504145,3.554628,3.361885,3.360739,3.061121,2.176663,2.37889,1,1
112,3.258399,3.981882,4.173212,2.580965,2.743482,2.743482,2.90906,2.90906,2.90906,2.724425,3.800601,3.897862,4.157849,3.49977,3.550294,3.361742,3.360609,3.061153,2.176624,2.378914,1,1
113,3.256749,3.984896,4.175744,2.580722,2.743527,2.743527,2.909105,2.909105,2.909105,2.730095,3.802454,3.895172,4.158561,3.495496,3.545975,3.361603,3.360482,3.061186,2.176584,2.378939,1,1
114,3.255147,3.98781,4.178168,2.580481,2.743572,2.743572,2.90915,2.90915,2.90915,2.73577,3.804226,3.892518,4.159269,3.491315,3.541676,3.361467,3.360359,3.061221,2.176545,2.378964,1,1
115,3.253591,3.990627,4.180494,2.580238,2.743618,2.743618,2.909197,2.909197,2.909197,2.74145,3.80592,3.889907,4.159976,3.487216,3.537398,3.361333,3.36024,3.061255,2.176507,2.37899,1,1
116,3.252078,3.993352,4.182731,2.579988,2.743665,2.743665,2.909243,2.909243,2.909243,2.747133,3.807536,3.887345,4.160686,3.483189,3.533144,3.361203,3.360124,3.06129,2.176468,2.379016,1,1
117,3.250607,3.995988,4.184885,2.579732,2.743712,2.743712,2.90929,2.90929,2.90929,2.752816,3.80908,3.884838,4.1614,3.479228,3.528917,3.361075,3.360012,3.061325,2.17643,2.379043,1,1
118,3.249177,3.99854,4.186964,2.579468,2.743759,2.743759,2.909337,2.909337,2.909337,2.758496,3.810553,3.88239,4.162121,3.475324,3.524719,3.36095,3.359904,3.06136,2.176392,2.37907,1,1
119,3.247787,4.001009,4.188972,2.579197,2.743807,2.743806,2.909385,2.909385,2.909385,2.764163,3.811959,3.880002,4.162853,3.471475,3.520555,3.360827,3.3598,3.061396,2.176355,2.379096,1,1
120,3.246436,4.003397,4.190912,2.578921,2.743855,2.743855,2.909433,2.909433,2.909433,2.76981,3.813301,3.877676,4.163595,3.46768,3.516427,3.360708,3.3597,3.061432,2.176318,2.379123,1,1
121,3.245171,4.003732,4.191203,2.578643,2.743903,2.743903,2.909481,2.909481,2.909481,2.775426,3.812537,3.875416,4.163499,3.463939,3.512361,3.360553,3.35957,3.061469,2.176282,2.379151,1,1
122,3.243951,4.003969,4.191498,2.578392,2.743958,2.743958,2.909536,2.909536,2.909536,2.781077,3.811702,3.872961,4.162666,3.460275,3.508379,3.360414,3.359494,3.061512,2.176251,2.379182,1,1
123,3.242772,4.004188,4.191783,2.578162,2.744017,2.744017,2.909596,2.909596,2.909596,2.786791,3.810863,3.87057,4.161798,3.456698,3.504448,3.360282,3.359423,3.06156,2.176224,2.379216,1,1
124,3.241631,4.004387,4.192053,2.577949,2.744079,2.744079,2.909658,2.909658,2.909658,2.792551,3.810024,3.868242,4.160902,3.45321,3.500569,3.360156,3.359355,3.06161,2.1762,2.379252,1,1
125,3.24053,4.004571,4.192306,2.577754,2.744142,2.744142,2.909721,2.909721,2.909721,2.798343,3.809185,3.865977,4.159981,3.449812,3.496744,3.360036,3.35929,3.061661,2.17618,2.379288,1,1
126,3.239467,4.004741,4.192539,2.577573,2.744205,2.744205,2.909784,2.909784,2.909784,2.804153,3.808342,3.863777,4.159036,3.446504,3.492977,3.359922,3.359226,3.061714,2.176162,2.379325,1,1
127,3.23844,4.004898,4.192749,2.577407,2.744267,2.744267,2.909847,2.909847,2.909847,2.809971,3.807495,3.861644,4.158067,3.443284,3.489267,3.359813,3.359162,3.061766,2.176146,2.379361,1,1
