EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FIB

year,value
1985,-1.468512
1986,-1.331445
1987,-1.48176
1988,-1.247082
1989,-1.12703
1990,0.07057398
1991,-0.07026841
1992,0.1851528
1993,0.5499834
1994,0.6289386
1995,0.5983912
1996,0.8748706
1997,0.7678258
1998,0.8653027
1999,0.9512833
2000,0.9432278
2001,0.9273455
2002,0.9106655
2003,0.403031
2004,0.08791312
2005,-0.5558116
2006,-0.5143178
2007,-0.6103494
2008,-0.6344213
2009,-0.3561734
2010,-0.8850809
2011,-0.7223241
2012,-0.4792972
2013,-0.4979136
2014,-0.3466753
2015,-0.3396113
2016,-0.2642705
2017,-0.04824172
