EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"PredationMortality of striped bass 2-5"

year\group,"striped bass 6+",
1985,0.0009405075
1986,0.00100049
1987,0.001081676
1988,0.001160521
1989,0.001243427
1990,0.001356392
1991,0.001454043
1992,0.001535481
1993,0.001600297
1994,0.001646915
1995,0.001680311
1996,0.00170545
1997,0.001725253
1998,0.001738249
1999,0.001746098
2000,0.001753166
2001,0.001761194
2002,0.001765598
2003,0.001767111
2004,0.001764196
2005,0.001756896
2006,0.001745268
2007,0.00172514
2008,0.00169701
2009,0.001663038
2010,0.001621312
2011,0.001591137
2012,0.001563553
2013,0.001536288
2014,0.001516947
2015,0.001505959
2016,0.001490669
2017,0.001486069
