EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Value

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,3.032496E-06,0,0,0,0,0,0,0,0,0,0.0007107153,0,0,0,0,0,0,0,0,0,0,0
1986,3.402878E-06,0,0,0,0,0,0,0,0,0,0.0007121367,0,0,0,0,0,0,0,0,0,0,0
1987,3.934663E-06,0,0,0,0,0,0,0,0,0,0.0007159777,0,0,0,0,0,0,0,0,0,0,0
1988,4.767256E-06,0,0,0,0,0,0,0,0,0,0.0007228343,0,0,0,0,0,0,0,0,0,0,0
1989,5.735702E-06,0,0,0,0,0,0,0,0,0,0.0007333265,0,0,0,0,0,0,0,0,0,0,0
1990,6.597418E-06,0,0,0,0,0,0,0,0,0,0.0007486328,0,0,0,0,0,0,0,0,0,0,0
1991,8.008506E-06,0,0,0,0,0,0,0,0,0,0.0007696997,0,0,0,0,0,0,0,0,0,0,0
1992,9.859122E-06,0,0,0,0,0,0,0,0,0,0.0007958524,0,0,0,0,0,0,0,0,0,0,0
1993,1.204411E-05,0,0,0,0,0,0,0,0,0,0.0008254265,0,0,0,0,0,0,0,0,0,0,0
1994,1.445192E-05,0,0,0,0,0,0,0,0,0,0.0008571332,0,0,0,0,0,0,0,0,0,0,0
1995,1.679421E-05,0,0,0,0,0,0,0,0,0,0.0008884614,0,0,0,0,0,0,0,0,0,0,0
1996,1.860215E-05,0,0,0,0,0,0,0,0,0,0.0009150355,0,0,0,0,0,0,0,0,0,0,0
1997,1.95412E-05,0,0,0,0,0,0,0,0,0,0.0009369932,0,0,0,0,0,0,0,0,0,0,0
1998,1.972932E-05,0,0,0,0,0,0,0,0,0,0.0009541523,0,0,0,0,0,0,0,0,0,0,0
1999,1.880256E-05,0,0,0,0,0,0,0,0,0,0.0009669029,0,0,0,0,0,0,0,0,0,0,0
2000,1.669123E-05,0,0,0,0,0,0,0,0,0,0.0009756988,0,0,0,0,0,0,0,0,0,0,0
2001,1.428196E-05,0,0,0,0,0,0,0,0,0,0.0009814728,0,0,0,0,0,0,0,0,0,0,0
2002,1.238972E-05,0,0,0,0,0,0,0,0,0,0.0009839062,0,0,0,0,0,0,0,0,0,0,0
2003,1.049119E-05,0,0,0,0,0,0,0,0,0,0.0009839217,0,0,0,0,0,0,0,0,0,0,0
2004,8.790953E-06,0,0,0,0,0,0,0,0,0,0.0009814677,0,0,0,0,0,0,0,0,0,0,0
2005,7.339671E-06,0,0,0,0,0,0,0,0,0,0.0009771819,0,0,0,0,0,0,0,0,0,0,0
2006,6.245367E-06,0,0,0,0,0,0,0,0,0,0.0009715638,0,0,0,0,0,0,0,0,0,0,0
2007,5.494976E-06,0,0,0,0,0,0,0,0,0,0.0009641913,0,0,0,0,0,0,0,0,0,0,0
2008,4.942982E-06,0,0,0,0,0,0,0,0,0,0.0009563579,0,0,0,0,0,0,0,0,0,0,0
2009,4.533023E-06,0,0,0,0,0,0,0,0,0,0.0009486706,0,0,0,0,0,0,0,0,0,0,0
2010,4.345526E-06,0,0,0,0,0,0,0,0,0,0.0009410489,0,0,0,0,0,0,0,0,0,0,0
2011,4.254269E-06,0,0,0,0,0,0,0,0,0,0.0009378183,0,0,0,0,0,0,0,0,0,0,0
2012,4.88961E-06,0,0,0,0,0,0,0,0,0,0.000938534,0,0,0,0,0,0,0,0,0,0,0
2013,6.026798E-06,0,0,0,0,0,0,0,0,0,0.0009424339,0,0,0,0,0,0,0,0,0,0,0
2014,7.11782E-06,0,0,0,0,0,0,0,0,0,0.0009493432,0,0,0,0,0,0,0,0,0,0,0
2015,7.961463E-06,0,0,0,0,0,0,0,0,0,0.000959021,0,0,0,0,0,0,0,0,0,0,0
2016,8.569046E-06,0,0,0,0,0,0,0,0,0,0.0009711115,0,0,0,0,0,0,0,0,0,0,0
2017,8.912913E-06,0,0,0,0,0,0,0,0,0,0.000984033,0,0,0,0,0,0,0,0,0,0,0
