Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2003:5, 5190.951, 15179.41, 0, 6.991719, 0.8364243, 13.6501, 0, 67.1616, 1.909523, 9.45063, 17.52981, 25.32203, 3.05677, 64.83338, 1633.348, 1599.189, 2265.1, 38.49939, 0.6765257, 0.29441, 3260.27, 0.6280679, 2.924205, 3.027829, 0.8876858, 0.4351229, 0.1889992, 0.1997663, 0.1963788, 
2003:6, 5190.905, 15175.3, 0, 6.992572, 0.8365731, 13.65357, 0, 67.16679, 1.909108, 9.441368, 17.53463, 25.32532, 3.056801, 64.82227, 1633.327, 1599.121, 2265.069, 38.48483, 0.665215, 0.2944034, 3260.067, 0.6280345, 2.92344, 3.031227, 0.8862199, 0.4204111, 0.1889935, 0.1997588, 0.1963719, 
2003:7, 5190.852, 15171, 0, 6.993515, 0.836726, 13.65721, 0, 67.1722, 1.908633, 9.431733, 17.5396, 25.3287, 3.056833, 64.81012, 1633.304, 1599.061, 2265.045, 38.46987, 0.6529018, 0.2943967, 3259.862, 0.6280013, 2.922642, 3.035199, 0.8847163, 0.4039799, 0.1889873, 0.1997507, 0.1963645, 
2003:8, 5190.808, 15166.59, 0, 6.994536, 0.8368824, 13.66097, 0, 67.17768, 1.908108, 9.421824, 17.54469, 25.33212, 3.056865, 64.7972, 1633.285, 1599.005, 2265.029, 38.45467, 0.6398903, 0.2943898, 3259.663, 0.6279684, 2.921818, 3.039662, 0.8831854, 0.3863284, 0.188981, 0.1997423, 0.1963568, 
2003:9, 5190.776, 15162.13, 0, 6.995616, 0.8370422, 13.66481, 0, 67.18327, 1.907547, 9.411723, 17.54986, 25.33557, 3.056895, 64.78377, 1633.271, 1598.952, 2265.018, 38.43935, 0.6264349, 0.2943828, 3259.474, 0.6279358, 2.920975, 3.044545, 0.8816363, 0.3679101, 0.1889746, 0.1997339, 0.1963491, 
2003:10, 5190.762, 15157.65, 0, 6.996751, 0.8372044, 13.6687, 0, 67.18888, 1.906957, 9.401512, 17.55507, 25.33898, 3.056923, 64.77001, 1633.265, 1598.9, 2265.01, 38.42402, 0.6127462, 0.2943758, 3259.299, 0.6279037, 2.920121, 3.049786, 0.8800772, 0.3491406, 0.1889684, 0.1997256, 0.1963415, 
2003:11, 5190.757, 15153.18, 0, 6.997929, 0.8373696, 13.67262, 0, 67.19446, 1.906352, 9.391254, 17.56027, 25.34232, 3.056948, 64.75618, 1633.263, 1598.847, 2265.005, 38.40877, 0.5990061, 0.2943688, 3259.134, 0.6278726, 2.919262, 3.055322, 0.8785149, 0.3304158, 0.1889623, 0.1997173, 0.196334, 
2003:12, 5190.761, 15148.74, 0, 6.999149, 0.8375372, 13.67654, 0, 67.20002, 1.905739, 9.381008, 17.56543, 25.34555, 3.056973, 64.7424, 1633.265, 1598.794, 2265, 38.3937, 0.5853587, 0.294362, 3258.982, 0.6278428, 2.918404, 3.061101, 0.8769552, 0.3120918, 0.1889562, 0.1997091, 0.1963265, 
2004:1, 5194.04, 15185.04, 0, 6.985434, 0.8384378, 13.65283, 0, 67.16841, 1.916724, 9.438168, 17.55503, 25.33381, 3.056073, 64.94965, 1634.63, 1598.74, 2265.33, 38.35735, 0.7940528, 0.2944078, 3261.246, 0.6278822, 2.923551, 2.989569, 0.8735151, 0.6136211, 0.1890229, 0.1997908, 0.1964033, 
2004:2, 5192.28, 15164.05, 0, 6.991881, 0.8382791, 13.6671, 0, 67.18739, 1.912405, 9.402947, 17.56661, 25.34405, 3.056519, 64.85474, 1633.901, 1598.646, 2265.052, 38.33027, 0.6982463, 0.2943813, 3259.854, 0.6278272, 2.920499, 3.019661, 0.8706549, 0.4783338, 0.1889791, 0.1997385, 0.1963537, 
2004:3, 5191.445, 15148.76, 0, 6.997051, 0.8381603, 13.67859, 0, 67.20254, 1.908817, 9.374845, 17.57675, 25.35147, 3.056769, 64.78146, 1633.563, 1598.605, 2264.966, 38.30936, 0.6243345, 0.2943605, 3259.074, 0.6277779, 2.918024, 3.048848, 0.8682482, 0.3577934, 0.188953, 0.1997055, 0.1963231, 
2004:4, 5191.118, 15137.27, 0, 7.001235, 0.838065, 13.68798, 0, 67.21483, 1.905819, 9.35206, 17.58555, 25.357, 3.056905, 64.72337, 1633.438, 1598.569, 2264.955, 38.29269, 0.5661717, 0.294344, 3258.643, 0.6277343, 2.915994, 3.076845, 0.8662017, 0.2501112, 0.1889372, 0.1996843, 0.1963037, 
2004:5, 5191.045, 15128.34, 0, 7.004652, 0.8379864, 13.69573, 0, 67.22498, 1.903307, 9.333335, 17.59312, 25.3612, 3.056979, 64.67655, 1633.42, 1598.523, 2264.965, 38.27899, 0.5196204, 0.2943307, 3258.399, 0.6276961, 2.914316, 3.10345, 0.8644449, 0.1538396, 0.1889273, 0.1996699, 0.1962908, 
2004:6, 5191.082, 15121.19, 0, 7.007465, 0.8379256, 13.70219, 0, 67.23344, 1.90121, 9.317773, 17.59957, 25.36443, 3.057021, 64.63848, 1633.446, 1598.465, 2264.969, 38.26748, 0.4819412, 0.29432, 3258.25, 0.6276631, 2.912917, 3.128441, 0.8629228, 0.06822225, 0.1889203, 0.1996595, 0.1962815, 
2004:7, 5191.149, 15115.3, 0, 7.009787, 0.837881, 13.70762, 0, 67.24055, 1.899463, 9.304706, 17.60506, 25.36696, 3.057049, 64.6074, 1633.484, 1598.4, 2264.962, 38.25759, 0.451189, 0.2943113, 3258.146, 0.6276347, 2.911744, 3.151632, 0.8615909, -0.007271262, 0.1889149, 0.1996512, 0.1962743, 
2004:8, 5191.208, 15110.33, 0, 7.011713, 0.8378515, 13.7122, 0, 67.2466, 1.898012, 9.293629, 17.60968, 25.36897, 3.057069, 64.58193, 1633.518, 1598.331, 2264.943, 38.24895, 0.4259096, 0.2943042, 3258.054, 0.62761, 2.910754, 3.172916, 0.8604117, -0.07319727, 0.1889103, 0.1996443, 0.1962681, 
2004:9, 5191.245, 15106.06, 0, 7.013323, 0.8378354, 13.71612, 0, 67.25178, 1.896808, 9.284126, 17.6136, 25.37058, 3.057089, 64.56098, 1633.54, 1598.263, 2264.915, 38.2413, 0.4049816, 0.2942984, 3257.966, 0.6275886, 2.909911, 3.192269, 0.8593538, -0.1302354, 0.1889059, 0.1996382, 0.1962626, 
2004:10, 5191.259, 15102.33, 0, 7.014678, 0.8378306, 13.7195, 0, 67.2563, 1.895806, 9.275874, 17.61696, 25.3719, 3.057107, 64.54362, 1633.552, 1598.2, 2264.882, 38.23442, 0.3875251, 0.2942935, 3257.876, 0.6275696, 2.909184, 3.209746, 0.8583907, -0.1791916, 0.1889018, 0.1996327, 0.1962576, 
2004:11, 5191.252, 15099.01, 0, 7.015834, 0.8378363, 13.72247, 0, 67.26029, 1.894974, 9.268595, 17.61983, 25.37298, 3.057126, 64.52917, 1633.553, 1598.143, 2264.849, 38.22814, 0.3728801, 0.2942894, 3257.783, 0.6275524, 2.908549, 3.225419, 0.8575007, -0.2208624, 0.1888977, 0.1996275, 0.1962528, 
2004:12, 5191.231, 15096.02, 0, 7.016837, 0.8378505, 13.7251, 0, 67.26385, 1.894279, 9.26207, 17.62235, 25.3739, 3.057145, 64.51701, 1633.548, 1598.093, 2264.817, 38.22235, 0.360486, 0.294286, 3257.69, 0.627537, 2.907985, 3.239441, 0.8566654, -0.256206, 0.1888938, 0.1996227, 0.1962483, 
2005:1, 5190.025, 15076.39, 0, 7.025888, 0.8375371, 13.73942, 0, 67.28254, 1.887713, 9.226892, 17.63017, 25.37571, 3.057522, 64.41686, 1633.044, 1598.049, 2264.683, 38.22465, 0.2596389, 0.2942639, 3256.93, 0.6275364, 2.904878, 3.416077, 0.8567054, -0.6033353, 0.1888693, 0.199591, 0.196219, 
2005:2, 5190.44, 15077.98, 0, 7.025019, 0.8375372, 13.73903, 0, 67.28266, 1.887863, 9.227886, 17.63076, 25.37595, 3.057441, 64.42034, 1633.222, 1598.028, 2264.734, 38.22581, 0.2632124, 0.2942651, 3257.083, 0.6275157, 2.904952, 3.404842, 0.8566946, -0.592311, 0.1888746, 0.1995969, 0.1962247, 
2005:3, 5190.632, 15078.87, 0, 7.024278, 0.8375472, 13.73872, 0, 67.28284, 1.888044, 9.228553, 17.6311, 25.37621, 3.057399, 64.42335, 1633.305, 1597.992, 2264.732, 38.22612, 0.2662754, 0.2942663, 3257.119, 0.6274995, 2.905017, 3.395163, 0.8566257, -0.5822166, 0.1888762, 0.1995993, 0.1962268, 
2005:4, 5190.697, 15079.3, 0, 7.023663, 0.8375684, 13.73853, 0, 67.28313, 1.888237, 9.228867, 17.63133, 25.3765, 3.057382, 64.42603, 1633.333, 1597.958, 2264.709, 38.22574, 0.268877, 0.2942675, 3257.092, 0.6274865, 2.905062, 3.386824, 0.8564979, -0.573067, 0.1888757, 0.1995995, 0.1962268, 
2005:5, 5190.695, 15079.4, 0, 7.023156, 0.8375998, 13.73845, 0, 67.28352, 1.888427, 9.228822, 17.63157, 25.37678, 3.057378, 64.42843, 1633.332, 1597.93, 2264.682, 38.2248, 0.2710653, 0.2942685, 3257.032, 0.6274751, 2.905084, 3.379641, 0.8563133, -0.5647794, 0.188874, 0.1995985, 0.1962256, 
2005:6, 5190.666, 15079.28, 0, 7.022748, 0.8376405, 13.73851, 0, 67.28405, 1.888606, 9.228436, 17.63188, 25.37709, 3.057379, 64.43049, 1633.319, 1597.909, 2264.658, 38.22338, 0.272888, 0.2942694, 3256.959, 0.6274647, 2.905077, 3.373452, 0.856075, -0.557206, 0.1888717, 0.1995968, 0.1962237, 
2005:7, 5190.628, 15079, 0, 7.022425, 0.8376886, 13.73869, 0, 67.28471, 1.888769, 9.227717, 17.6323, 25.37742, 3.057382, 64.43221, 1633.304, 1597.894, 2264.641, 38.22154, 0.2743933, 0.2942702, 3256.885, 0.6274548, 2.905044, 3.36811, 0.8557875, -0.550154, 0.1888692, 0.1995948, 0.1962216, 
2005:8, 5190.597, 15078.6, 0, 7.022189, 0.8377436, 13.73899, 0, 67.28547, 1.888916, 9.226701, 17.63284, 25.37777, 3.057386, 64.4336, 1633.29, 1597.883, 2264.629, 38.21931, 0.2756291, 0.2942706, 3256.816, 0.6274454, 2.904985, 3.363483, 0.8554559, -0.5433996, 0.1888666, 0.1995927, 0.1962193, 
2005:9, 5190.573, 15078.1, 0, 7.022027, 0.8378051, 13.7394, 0, 67.28632, 1.889048, 9.225417, 17.63349, 25.37814, 3.057389, 64.43471, 1633.28, 1597.875, 2264.622, 38.21675, 0.2766435, 0.294271, 3256.754, 0.6274363, 2.904902, 3.359446, 0.8550854, -0.5366973, 0.1888641, 0.1995905, 0.196217, 
2005:10, 5190.559, 15077.53, 0, 7.021926, 0.8378724, 13.73989, 0, 67.28724, 1.889166, 9.223893, 17.63424, 25.37852, 3.05739, 64.43559, 1633.273, 1597.867, 2264.619, 38.21388, 0.2774839, 0.2942712, 3256.699, 0.6274275, 2.904798, 3.355886, 0.8546811, -0.529791, 0.1888615, 0.1995883, 0.1962146, 
2005:11, 5190.553, 15076.88, 0, 7.021881, 0.8379455, 13.74047, 0, 67.28826, 1.889274, 9.222168, 17.63508, 25.37892, 3.05739, 64.43629, 1633.271, 1597.86, 2264.618, 38.21075, 0.2781965, 0.2942712, 3256.651, 0.6274188, 2.904677, 3.352699, 0.8542473, -0.5224261, 0.1888591, 0.199586, 0.1962123, 
2005:12, 5190.555, 15076.17, 0, 7.021896, 0.8380242, 13.74112, 0, 67.28932, 1.889375, 9.220268, 17.636, 25.3793, 3.05739, 64.43686, 1633.271, 1597.852, 2264.619, 38.20739, 0.2788261, 0.2942711, 3256.61, 0.6274108, 2.90454, 3.349792, 0.8537877, -0.5143554, 0.1888566, 0.1995837, 0.19621, 
2006:1, 5190.785, 15078.25, 0, 7.023054, 0.8381285, 13.73994, 0, 67.28461, 1.891056, 9.223207, 17.63574, 25.37805, 3.057313, 64.4585, 1633.367, 1597.842, 2264.642, 38.20176, 0.3005484, 0.2942731, 3257.072, 0.6274719, 2.904811, 3.371995, 0.8531695, -0.4489416, 0.1888665, 0.199592, 0.1962187, 
2006:2, 5190.718, 15076.94, 0, 7.022977, 0.8381766, 13.74096, 0, 67.28649, 1.890995, 9.220408, 17.63697, 25.37876, 3.05733, 64.45605, 1633.339, 1597.833, 2264.633, 38.19625, 0.2982081, 0.2942717, 3256.937, 0.627454, 2.904596, 3.373452, 0.8525332, -0.4547418, 0.188862, 0.1995877, 0.1962144, 
2006:3, 5190.684, 15075.65, 0, 7.022941, 0.8382173, 13.74204, 0, 67.2884, 1.890864, 9.217546, 17.63828, 25.37943, 3.05734, 64.45281, 1633.325, 1597.824, 2264.627, 38.19092, 0.2950899, 0.2942703, 3256.823, 0.6274362, 2.904368, 3.376569, 0.851896, -0.4641969, 0.1888579, 0.1995838, 0.1962104, 
2006:4, 5190.67, 15074.42, 0, 7.022922, 0.8382514, 13.74314, 0, 67.29029, 1.890687, 9.214712, 17.6396, 25.38007, 3.057346, 64.4491, 1633.321, 1597.813, 2264.624, 38.18581, 0.2914865, 0.2942692, 3256.724, 0.6274188, 2.904137, 3.380801, 0.8512725, -0.476201, 0.1888541, 0.1995801, 0.1962067, 
2006:5, 5190.671, 15073.25, 0, 7.022893, 0.8382792, 13.74422, 0, 67.29213, 1.89048, 9.211978, 17.64089, 25.38069, 3.057349, 64.44513, 1633.323, 1597.8, 2264.62, 38.18099, 0.2876201, 0.2942682, 3256.634, 0.6274014, 2.903911, 3.385727, 0.8506733, -0.4898476, 0.1888505, 0.1995766, 0.1962032, 
2006:6, 5190.678, 15072.15, 0, 7.022849, 0.8383017, 13.74525, 0, 67.29392, 1.890257, 9.209411, 17.64211, 25.38127, 3.05735, 64.44107, 1633.329, 1597.785, 2264.615, 38.17646, 0.2836528, 0.2942674, 3256.549, 0.6273842, 2.903695, 3.391032, 0.8501066, -0.5044332, 0.188847, 0.1995733, 0.1961999, 
2006:7, 5190.689, 15071.14, 0, 7.022779, 0.8383186, 13.74623, 0, 67.29562, 1.890025, 9.207043, 17.64326, 25.38181, 3.057349, 64.43703, 1633.337, 1597.769, 2264.607, 38.17226, 0.2797002, 0.2942667, 3256.47, 0.6273676, 2.903495, 3.396472, 0.8495777, -0.5194265, 0.1888436, 0.1995702, 0.1961966, 
2006:8, 5190.7, 15070.23, 0, 7.022672, 0.8383303, 13.74711, 0, 67.29718, 1.889792, 9.204904, 17.64431, 25.38232, 3.057348, 64.43311, 1633.345, 1597.752, 2264.598, 38.1684, 0.2758423, 0.2942663, 3256.393, 0.6273515, 2.903314, 3.401872, 0.8490901, -0.5344357, 0.1888402, 0.1995671, 0.1961935, 
2006:9, 5190.71, 15069.42, 0, 7.022528, 0.8383371, 13.74791, 0, 67.29865, 1.889562, 9.203014, 17.64525, 25.38279, 3.057347, 64.42937, 1633.353, 1597.735, 2264.588, 38.16489, 0.2721334, 0.2942661, 3256.318, 0.6273356, 2.903152, 3.407098, 0.8486453, -0.5491726, 0.188837, 0.1995643, 0.1961905, 
2006:10, 5190.719, 15068.72, 0, 7.022346, 0.8383393, 13.74861, 0, 67.3, 1.889337, 9.201382, 17.64608, 25.38322, 3.057345, 64.42583, 1633.361, 1597.718, 2264.576, 38.16172, 0.2686089, 0.2942661, 3256.245, 0.6273205, 2.903012, 3.412053, 0.8482437, -0.5634283, 0.1888338, 0.1995615, 0.1961876, 
2006:11, 5190.725, 15068.12, 0, 7.02212, 0.8383368, 13.74922, 0, 67.3012, 1.889118, 9.199997, 17.64681, 25.38361, 3.057343, 64.42252, 1633.367, 1597.701, 2264.564, 38.15888, 0.2652909, 0.2942663, 3256.171, 0.6273056, 2.902893, 3.416665, 0.8478843, -0.5770524, 0.1888307, 0.1995589, 0.1961848, 
2006:12, 5190.728, 15067.61, 0, 7.02186, 0.8383302, 13.74973, 0, 67.30231, 1.88891, 9.198858, 17.64742, 25.38397, 3.057341, 64.41945, 1633.372, 1597.685, 2264.551, 38.15636, 0.2621919, 0.2942667, 3256.1, 0.6272915, 2.902794, 3.420885, 0.847565, -0.5899357, 0.1888277, 0.1995563, 0.1961822, 
2007:1, 5190.649, 15065.79, 0, 7.023351, 0.8384305, 13.75128, 0, 67.30317, 1.888215, 9.195547, 17.6483, 25.384, 3.057356, 64.41283, 1633.345, 1597.671, 2264.533, 38.15454, 0.2554836, 0.294266, 3256.178, 0.6273162, 2.902487, 3.46399, 0.8473571, -0.5941603, 0.188823, 0.1995518, 0.1961776, 
2007:2, 5190.703, 15065.89, 0, 7.022836, 0.8384203, 13.75137, 0, 67.30383, 1.888098, 9.195443, 17.64857, 25.38425, 3.057343, 64.41157, 1633.371, 1597.659, 2264.529, 38.15292, 0.2542072, 0.2942671, 3256.134, 0.6273011, 2.902476, 3.462965, 0.8471771, -0.6001079, 0.1888211, 0.1995506, 0.1961761, 
2007:3, 5190.731, 15065.98, 0, 7.022327, 0.8384105, 13.7514, 0, 67.30441, 1.888006, 9.195457, 17.64873, 25.38444, 3.057334, 64.4106, 1633.386, 1597.646, 2264.521, 38.15152, 0.2532095, 0.2942684, 3256.081, 0.6272874, 2.902478, 3.461309, 0.8470225, -0.6050504, 0.1888189, 0.1995491, 0.1961745, 
2007:4, 5190.743, 15066.08, 0, 7.021829, 0.8384012, 13.75138, 0, 67.30489, 1.887939, 9.195569, 17.64878, 25.3846, 3.057328, 64.40991, 1633.394, 1597.634, 2264.509, 38.15034, 0.2524747, 0.2942697, 3256.023, 0.6272749, 2.90249, 3.459083, 0.8468915, -0.6090306, 0.1888166, 0.1995476, 0.1961727, 
2007:5, 5190.743, 15066.2, 0, 7.021333, 0.8383923, 13.75132, 0, 67.30531, 1.887892, 9.195761, 17.64874, 25.38472, 3.057324, 64.40949, 1633.396, 1597.624, 2264.496, 38.14936, 0.2519791, 0.2942712, 3255.962, 0.6272632, 2.902513, 3.456368, 0.8467815, -0.6120991, 0.1888142, 0.199546, 0.1961709, 
2007:6, 5190.735, 15066.32, 0, 7.020857, 0.8383842, 13.75122, 0, 67.30565, 1.887864, 9.196022, 17.64864, 25.38481, 3.057322, 64.4093, 1633.395, 1597.615, 2264.484, 38.14857, 0.2516967, 0.2942727, 3255.902, 0.6272526, 2.902541, 3.453253, 0.8466892, -0.6143077, 0.1888119, 0.1995445, 0.196169, 
2007:7, 5190.719, 15066.46, 0, 7.020384, 0.8383766, 13.7511, 0, 67.30595, 1.887851, 9.196331, 17.64848, 25.38487, 3.057321, 64.40932, 1633.39, 1597.609, 2264.473, 38.14794, 0.2516016, 0.2942742, 3255.84, 0.6272425, 2.902576, 3.449824, 0.8466111, -0.6157048, 0.1888096, 0.199543, 0.1961673, 
2007:8, 5190.701, 15066.6, 0, 7.019928, 0.8383698, 13.75095, 0, 67.30621, 1.887851, 9.196671, 17.6483, 25.38492, 3.057321, 64.40947, 1633.385, 1597.604, 2264.463, 38.14745, 0.2516699, 0.2942758, 3255.779, 0.627233, 2.902613, 3.446159, 0.8465436, -0.616335, 0.1888074, 0.1995415, 0.1961655, 
2007:9, 5190.68, 15066.74, 0, 7.019488, 0.8383645, 13.7508, 0, 67.30647, 1.887863, 9.197021, 17.64809, 25.38497, 3.057321, 64.40977, 1633.377, 1597.601, 2264.454, 38.14708, 0.2518814, 0.2942773, 3255.721, 0.6272243, 2.902653, 3.442326, 0.8464833, -0.6162362, 0.1888052, 0.1995401, 0.1961639, 
2007:10, 5190.66, 15066.88, 0, 7.019066, 0.8383608, 13.75065, 0, 67.30667, 1.887884, 9.197363, 17.6479, 25.385, 3.057322, 64.41018, 1633.37, 1597.599, 2264.446, 38.14678, 0.25222, 0.2942787, 3255.664, 0.6272159, 2.902692, 3.438376, 0.8464268, -0.615436, 0.1888032, 0.1995387, 0.1961623, 
2007:11, 5190.638, 15067.02, 0, 7.018661, 0.8383589, 13.75049, 0, 67.3069, 1.887915, 9.197679, 17.6477, 25.38503, 3.057323, 64.41069, 1633.361, 1597.598, 2264.44, 38.14655, 0.2526748, 0.2942801, 3255.608, 0.6272077, 2.90273, 3.434347, 0.8463715, -0.6139494, 0.1888012, 0.1995374, 0.1961608, 
2007:12, 5190.616, 15067.14, 0, 7.018274, 0.8383596, 13.75035, 0, 67.3071, 1.887956, 9.197952, 17.64751, 25.38507, 3.057324, 64.41129, 1633.353, 1597.598, 2264.434, 38.14634, 0.2532398, 0.2942815, 3255.554, 0.6272, 2.902765, 3.430256, 0.8463145, -0.6117745, 0.1887993, 0.1995362, 0.1961593, 
2008:1, 5190.468, 15065.36, 0, 7.018475, 0.8382679, 13.75158, 0, 67.30962, 1.887006, 9.195054, 17.64799, 25.38535, 3.057368, 64.39853, 1633.293, 1597.599, 2264.416, 38.14725, 0.2403961, 0.2942808, 3255.371, 0.6271825, 2.902505, 3.447126, 0.8463587, -0.6570123, 0.1887939, 0.1995312, 0.1961542, 
2008:2, 5190.488, 15065.71, 0, 7.018092, 0.8382649, 13.75132, 0, 67.30965, 1.887072, 9.195606, 17.64775, 25.38532, 3.057361, 64.39967, 1633.302, 1597.601, 2264.42, 38.14805, 0.2415266, 0.2942823, 3255.351, 0.6271762, 2.902562, 3.442047, 0.8463973, -0.6527578, 0.1887931, 0.199531, 0.1961538, 
2008:3, 5190.495, 15066, 0, 7.017748, 0.8382646, 13.75109, 0, 67.30968, 1.887148, 9.196077, 17.6475, 25.3853, 3.057358, 64.40083, 1633.305, 1597.602, 2264.421, 38.14874, 0.2426902, 0.2942837, 3255.325, 0.6271705, 2.902613, 3.437081, 0.8464296, -0.64817, 0.1887922, 0.1995306, 0.1961533, 
2008:4, 5190.489, 15066.22, 0, 7.017431, 0.8382661, 13.75088, 0, 67.30974, 1.887229, 9.196473, 17.64726, 25.38527, 3.057357, 64.40197, 1633.303, 1597.603, 2264.42, 38.14935, 0.2438429, 0.2942849, 3255.295, 0.6271653, 2.90266, 3.43234, 0.846455, -0.6434265, 0.1887912, 0.1995301, 0.1961526, 
2008:5, 5190.479, 15066.41, 0, 7.017149, 0.838269, 13.75069, 0, 67.3098, 1.88731, 9.196795, 17.64704, 25.38525, 3.057358, 64.40307, 1633.298, 1597.604, 2264.418, 38.14986, 0.2449419, 0.2942859, 3255.264, 0.6271605, 2.9027, 3.427924, 0.8464735, -0.6387193, 0.1887902, 0.1995295, 0.1961519, 
2008:6, 5190.466, 15066.55, 0, 7.016891, 0.8382723, 13.75052, 0, 67.30987, 1.887386, 9.197058, 17.64683, 25.38523, 3.057359, 64.40407, 1633.292, 1597.605, 2264.417, 38.15031, 0.245952, 0.2942869, 3255.232, 0.627156, 2.902736, 3.423911, 0.8464856, -0.6342304, 0.1887892, 0.1995289, 0.1961512, 
2008:7, 5190.453, 15066.67, 0, 7.016654, 0.8382758, 13.75039, 0, 67.30997, 1.887455, 9.197272, 17.64664, 25.38521, 3.05736, 64.40497, 1633.286, 1597.607, 2264.416, 38.15072, 0.2468456, 0.2942878, 3255.201, 0.6271517, 2.902766, 3.420357, 0.8464929, -0.6301219, 0.1887882, 0.1995284, 0.1961505, 
2008:8, 5190.439, 15066.77, 0, 7.016436, 0.8382785, 13.75026, 0, 67.31007, 1.887513, 9.197452, 17.64647, 25.38519, 3.057362, 64.40572, 1633.28, 1597.609, 2264.416, 38.15108, 0.2476054, 0.2942887, 3255.171, 0.6271476, 2.902793, 3.417288, 0.8464978, -0.6265172, 0.1887873, 0.1995278, 0.1961498, 
2008:9, 5190.43, 15066.87, 0, 7.016236, 0.8382796, 13.75014, 0, 67.31017, 1.887558, 9.197613, 17.64632, 25.38517, 3.057364, 64.40632, 1633.275, 1597.611, 2264.416, 38.15143, 0.2482237, 0.2942894, 3255.145, 0.6271436, 2.902817, 3.414708, 0.8465025, -0.6234971, 0.1887865, 0.1995274, 0.1961492, 
2008:10, 5190.421, 15066.96, 0, 7.01605, 0.8382794, 13.75004, 0, 67.31027, 1.88759, 9.197773, 17.64617, 25.38515, 3.057365, 64.40678, 1633.271, 1597.614, 2264.417, 38.15178, 0.2487013, 0.2942901, 3255.121, 0.6271401, 2.902839, 3.412599, 0.8465102, -0.6211011, 0.1887857, 0.1995269, 0.1961486, 
2008:11, 5190.416, 15067.06, 0, 7.015867, 0.838277, 13.74993, 0, 67.31037, 1.887609, 9.197957, 17.64602, 25.38513, 3.057365, 64.4071, 1633.269, 1597.616, 2264.418, 38.15215, 0.2490456, 0.2942907, 3255.099, 0.6271365, 2.902862, 3.410931, 0.846524, -0.6193337, 0.1887851, 0.1995266, 0.1961482, 
2008:12, 5190.413, 15067.18, 0, 7.015695, 0.8382725, 13.74982, 0, 67.31043, 1.887616, 9.198176, 17.64587, 25.3851, 3.057366, 64.40729, 1633.268, 1597.619, 2264.419, 38.15257, 0.2492694, 0.2942913, 3255.081, 0.6271333, 2.902887, 3.409662, 0.846547, -0.618168, 0.1887845, 0.1995263, 0.1961478, 
2009:1, 5190.941, 15073.56, 0, 7.016811, 0.8388302, 13.74543, 0, 67.29947, 1.890991, 9.208465, 17.64286, 25.3816, 3.057198, 64.46526, 1633.476, 1597.621, 2264.48, 38.14804, 0.3072802, 0.2942972, 3256.052, 0.6272566, 2.903821, 3.4171, 0.8463192, -0.3173006, 0.1888137, 0.1995518, 0.1961744, 
2009:2, 5190.794, 15072.83, 0, 7.016256, 0.8388433, 13.74572, 0, 67.30065, 1.890945, 9.207584, 17.64313, 25.3822, 3.057228, 64.46338, 1633.412, 1597.624, 2264.46, 38.14416, 0.3055131, 0.2942957, 3255.856, 0.6272365, 2.903762, 3.415418, 0.8461078, -0.3258003, 0.1888086, 0.1995471, 0.1961696, 
2009:3, 5190.712, 15072.33, 0, 7.015708, 0.8388517, 13.74598, 0, 67.30172, 1.890875, 9.206866, 17.64344, 25.38273, 3.057245, 64.46162, 1633.378, 1597.628, 2264.452, 38.14079, 0.3038018, 0.2942947, 3255.704, 0.6272172, 2.903711, 3.41381, 0.8459147, -0.3339472, 0.1888044, 0.1995435, 0.1961658, 
2009:4, 5190.67, 15071.99, 0, 7.015159, 0.8388549, 13.74619, 0, 67.3027, 1.890789, 9.20631, 17.64375, 25.38319, 3.057254, 64.45989, 1633.361, 1597.631, 2264.449, 38.13788, 0.3021571, 0.2942942, 3255.581, 0.6271986, 2.903669, 3.412262, 0.8457431, -0.3417202, 0.1888009, 0.1995406, 0.1961627, 
2009:5, 5190.651, 15071.78, 0, 7.014622, 0.8388541, 13.74635, 0, 67.30357, 1.890693, 9.205917, 17.64403, 25.38361, 3.057258, 64.45827, 1633.354, 1597.631, 2264.447, 38.13538, 0.3005944, 0.2942939, 3255.478, 0.6271811, 2.903639, 3.410747, 0.8455958, -0.3490838, 0.1887978, 0.1995381, 0.1961601, 
2009:6, 5190.645, 15071.67, 0, 7.01409, 0.8388488, 13.74646, 0, 67.30431, 1.890593, 9.205687, 17.64424, 25.38395, 3.057259, 64.45673, 1633.353, 1597.629, 2264.445, 38.13327, 0.2991315, 0.2942941, 3255.39, 0.6271648, 2.903621, 3.409232, 0.8454747, -0.3559945, 0.188795, 0.1995359, 0.1961577, 
2009:7, 5190.642, 15071.63, 0, 7.013556, 0.8388407, 13.74651, 0, 67.30499, 1.890495, 9.205624, 17.64437, 25.38425, 3.057258, 64.45534, 1633.354, 1597.625, 2264.44, 38.13154, 0.2977862, 0.2942945, 3255.308, 0.6271495, 2.903616, 3.407683, 0.8453813, -0.3624061, 0.1887924, 0.1995339, 0.1961555, 
