Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1990:10, 5178.698, 15404.64, 0, 6.917682, 0.8170696, 13.42227, 0, 66.94362, 1.869113, 10.03025, 17.12952, 25.04531, 3.0592, 64.62083, 1628.207, 1603.623, 2265.12, 40.44278, 0.4645957, 0.2950066, 3259.162, 0.6293401, 2.974615, 3.055963, 1.026959, 0.05146109, 0.1891312, 0.2001392, 0.196671, 
1990:11, 5178.794, 15404.29, 0, 6.918392, 0.8171095, 13.42279, 0, 66.94334, 1.869145, 10.02923, 17.13054, 25.04611, 3.059183, 64.62077, 1628.248, 1603.617, 2265.132, 40.43732, 0.464579, 0.2950032, 3259.284, 0.629352, 2.974494, 3.059048, 1.026934, 0.04825118, 0.189134, 0.20014, 0.1966725, 
1990:12, 5178.895, 15404.09, 0, 6.91906, 0.8171408, 13.42319, 0, 66.9429, 1.869168, 10.02853, 17.13139, 25.04674, 3.059164, 64.62081, 1628.291, 1603.611, 2265.143, 40.43272, 0.4646643, 0.2950002, 3259.413, 0.6293646, 2.974398, 3.061967, 1.026945, 0.04544628, 0.1891371, 0.2001413, 0.1966744, 
1991:1, 5178.578, 15399.28, 0, 6.921573, 0.8171631, 13.42663, 0, 66.94684, 1.865878, 10.02191, 17.13403, 25.05007, 3.059266, 64.57581, 1628.176, 1603.605, 2265.107, 40.43258, 0.4194978, 0.2949913, 3259.315, 0.6293842, 2.97365, 3.099766, 1.027148, -0.06882858, 0.1891284, 0.2001297, 0.1966638, 
1991:2, 5178.781, 15399.98, 0, 6.922026, 0.8171538, 13.4265, 0, 66.94591, 1.865852, 10.02256, 17.13424, 25.04997, 3.059228, 64.5765, 1628.262, 1603.603, 2265.133, 40.43279, 0.4202306, 0.2949897, 3259.51, 0.6293972, 2.973669, 3.101642, 1.027389, -0.06959883, 0.1891341, 0.2001341, 0.1966686, 
1991:3, 5178.949, 15400.76, 0, 6.922451, 0.8171353, 13.42622, 0, 66.94478, 1.86582, 10.0236, 17.13417, 25.04967, 3.059196, 64.57721, 1628.334, 1603.598, 2265.149, 40.43347, 0.4209943, 0.2949885, 3259.693, 0.6294122, 2.973722, 3.103466, 1.027671, -0.07031545, 0.1891395, 0.2001383, 0.1966732, 
1991:4, 5179.092, 15401.64, 0, 6.922848, 0.8171083, 13.42579, 0, 66.94344, 1.865779, 10.02503, 17.13384, 25.04918, 3.059167, 64.57796, 1628.397, 1603.594, 2265.158, 40.43472, 0.4217989, 0.2949877, 3259.872, 0.6294292, 2.97381, 3.105223, 1.027993, -0.07091897, 0.1891446, 0.2001423, 0.1966775, 
1991:5, 5179.222, 15402.65, 0, 6.923227, 0.8170726, 13.42523, 0, 66.94189, 1.865729, 10.02685, 17.13324, 25.04848, 3.059141, 64.5788, 1628.453, 1603.592, 2265.164, 40.4366, 0.4226528, 0.2949872, 3260.052, 0.6294482, 2.973931, 3.106902, 1.028355, -0.07136117, 0.1891496, 0.2001464, 0.1966819, 
1991:6, 5179.335, 15403.78, 0, 6.923566, 0.8170282, 13.42452, 0, 66.94016, 1.865671, 10.02905, 17.1324, 25.04757, 3.059116, 64.57973, 1628.503, 1603.592, 2265.167, 40.43916, 0.4235656, 0.2949872, 3260.229, 0.6294686, 2.974085, 3.108493, 1.028754, -0.07160107, 0.1891546, 0.2001505, 0.1966863, 
1991:7, 5179.438, 15405.04, 0, 6.923889, 0.8169757, 13.42369, 0, 66.93822, 1.865605, 10.0316, 17.13132, 25.04649, 3.059093, 64.58073, 1628.548, 1603.594, 2265.168, 40.44242, 0.4245453, 0.2949874, 3260.41, 0.629491, 2.974269, 3.109988, 1.029188, -0.07160458, 0.1891595, 0.2001548, 0.1966908, 
1991:8, 5179.53, 15406.41, 0, 6.924187, 0.8169163, 13.42275, 0, 66.93616, 1.865534, 10.03446, 17.13004, 25.04523, 3.05907, 64.58186, 1628.59, 1603.598, 2265.168, 40.44638, 0.4255975, 0.2949881, 3260.59, 0.6295146, 2.97448, 3.111384, 1.029655, -0.07134481, 0.1891644, 0.2001592, 0.1966953, 
1991:9, 5179.611, 15407.87, 0, 6.924469, 0.81685, 13.42171, 0, 66.93393, 1.86546, 10.03759, 17.12855, 25.04382, 3.059049, 64.58306, 1628.626, 1603.604, 2265.167, 40.45104, 0.4267225, 0.294989, 3260.771, 0.6295397, 2.974715, 3.112683, 1.030152, -0.07082022, 0.1891693, 0.2001637, 0.1966999, 
1991:10, 5179.685, 15409.42, 0, 6.924736, 0.8167775, 13.42057, 0, 66.93156, 1.865382, 10.04098, 17.12689, 25.04226, 3.059029, 64.58435, 1628.66, 1603.613, 2265.164, 40.45637, 0.4279177, 0.2949902, 3260.953, 0.629566, 2.974972, 3.113886, 1.030677, -0.07003886, 0.1891742, 0.2001683, 0.1967047, 
1991:11, 5179.75, 15411.04, 0, 6.924996, 0.8166998, 13.41935, 0, 66.92907, 1.865304, 10.04458, 17.12508, 25.04056, 3.059011, 64.58574, 1628.69, 1603.624, 2265.162, 40.46232, 0.4291815, 0.2949916, 3261.136, 0.6295935, 2.975248, 3.114999, 1.031225, -0.06901605, 0.1891792, 0.2001731, 0.1967095, 
1991:12, 5179.805, 15412.71, 0, 6.925249, 0.8166178, 13.41807, 0, 66.9265, 1.865226, 10.04835, 17.12313, 25.03878, 3.058993, 64.58719, 1628.716, 1603.636, 2265.159, 40.46886, 0.4305091, 0.2949932, 3261.319, 0.629622, 2.975539, 3.116028, 1.031793, -0.06777244, 0.1891842, 0.2001779, 0.1967144, 
1992:1, 5180.926, 15426.86, 0, 6.922019, 0.8166345, 13.40868, 0, 66.90993, 1.873692, 10.06905, 17.11608, 25.02952, 3.058647, 64.70488, 1629.157, 1603.651, 2265.275, 40.4665, 0.5486227, 0.2950115, 3262.368, 0.6296882, 2.977625, 3.043957, 1.031955, 0.1937408, 0.1892119, 0.2002106, 0.1967454, 
1992:2, 5180.754, 15427.11, 0, 6.92258, 0.8165981, 13.4081, 0, 66.90802, 1.873626, 10.07108, 17.11458, 25.02848, 3.058671, 64.70444, 1629.088, 1603.66, 2265.232, 40.46599, 0.5480667, 0.2950117, 3262.413, 0.6297178, 2.977772, 3.046045, 1.032174, 0.1900608, 0.1892115, 0.2002096, 0.1967445, 
1992:3, 5180.668, 15427.72, 0, 6.923086, 0.8165537, 13.40742, 0, 66.90598, 1.873541, 10.07341, 17.11308, 25.02731, 3.058679, 64.70438, 1629.056, 1603.679, 2265.213, 40.467, 0.5477766, 0.2950121, 3262.509, 0.6297467, 2.977939, 3.047954, 1.03244, 0.1870247, 0.1892127, 0.2002104, 0.1967454, 
1992:4, 5180.637, 15428.57, 0, 6.923548, 0.8165016, 13.40666, 0, 66.90386, 1.873448, 10.07598, 17.11156, 25.02603, 3.058677, 64.70453, 1629.046, 1603.702, 2265.207, 40.46922, 0.547741, 0.2950128, 3262.635, 0.6297749, 2.978123, 3.049684, 1.032745, 0.1846297, 0.1892151, 0.2002123, 0.1967475, 
1992:5, 5180.638, 15429.59, 0, 6.923984, 0.8164442, 13.40583, 0, 66.90168, 1.873356, 10.0787, 17.11001, 25.02466, 3.058669, 64.70489, 1629.051, 1603.724, 2265.206, 40.47241, 0.5479465, 0.2950136, 3262.782, 0.6298031, 2.978319, 3.051241, 1.033082, 0.1828641, 0.1892183, 0.2002151, 0.1967504, 
1992:6, 5180.657, 15430.71, 0, 6.924397, 0.8163834, 13.40496, 0, 66.89946, 1.873271, 10.08152, 17.10846, 25.02326, 3.058658, 64.70545, 1629.063, 1603.746, 2265.208, 40.47638, 0.5483978, 0.2950145, 3262.938, 0.629831, 2.978525, 3.052619, 1.033444, 0.1817703, 0.189222, 0.2002185, 0.1967538, 
1992:7, 5180.684, 15431.88, 0, 6.924804, 0.8163214, 13.40405, 0, 66.89725, 1.873199, 10.08439, 17.10689, 25.02182, 3.058646, 64.70623, 1629.077, 1603.767, 2265.211, 40.48096, 0.5490881, 0.2950155, 3263.098, 0.6298586, 2.978734, 3.053821, 1.033826, 0.1813484, 0.189226, 0.2002221, 0.1967576, 
1992:8, 5180.712, 15433.06, 0, 6.925199, 0.8162588, 13.40313, 0, 66.89503, 1.873144, 10.08725, 17.10533, 25.0204, 3.058634, 64.70722, 1629.092, 1603.787, 2265.214, 40.48601, 0.5499955, 0.2950164, 3263.258, 0.629886, 2.978946, 3.054858, 1.034222, 0.1815463, 0.1892301, 0.200226, 0.1967615, 
1992:9, 5180.739, 15434.23, 0, 6.925595, 0.8161974, 13.40222, 0, 66.89284, 1.873106, 10.09005, 17.10378, 25.019, 3.058623, 64.7084, 1629.105, 1603.807, 2265.217, 40.49141, 0.5510975, 0.2950173, 3263.414, 0.6299129, 2.979156, 3.05574, 1.034627, 0.1823123, 0.1892344, 0.20023, 0.1967656, 
1992:10, 5180.762, 15435.36, 0, 6.925989, 0.8161376, 13.40131, 0, 66.89069, 1.873086, 10.09277, 17.10227, 25.01762, 3.058614, 64.70974, 1629.117, 1603.826, 2265.221, 40.49706, 0.5523696, 0.2950182, 3263.566, 0.6299393, 2.979361, 3.056479, 1.035036, 0.1835895, 0.1892387, 0.200234, 0.1967697, 
1992:11, 5180.783, 15436.44, 0, 6.92639, 0.8160804, 13.40044, 0, 66.88863, 1.873084, 10.09539, 17.10079, 25.0163, 3.058606, 64.71124, 1629.127, 1603.845, 2265.225, 40.50287, 0.5538028, 0.2950189, 3263.712, 0.6299651, 2.979558, 3.05708, 1.035447, 0.1853667, 0.1892431, 0.200238, 0.1967738, 
1992:12, 5180.799, 15437.47, 0, 6.926793, 0.8160262, 13.39959, 0, 66.88663, 1.873099, 10.09788, 17.09935, 25.01503, 3.058599, 64.71289, 1629.134, 1603.865, 2265.23, 40.50876, 0.5553724, 0.2950196, 3263.853, 0.6299903, 2.979747, 3.057554, 1.035856, 0.1875803, 0.1892474, 0.200242, 0.1967779, 
1993:1, 5183.09, 15464.38, 0, 6.920215, 0.8168066, 13.38226, 0, 66.85609, 1.889119, 10.13551, 17.08747, 24.99789, 3.057889, 64.95499, 1630.034, 1603.884, 2265.485, 40.49512, 0.7986267, 0.2950563, 3265.965, 0.6301194, 2.983622, 2.962309, 1.035382, 0.5658846, 0.189293, 0.2002999, 0.1968318, 
1993:2, 5182.64, 15461.94, 0, 6.921391, 0.8168617, 13.38331, 0, 66.85614, 1.889067, 10.13324, 17.0876, 24.99881, 3.057973, 64.95051, 1629.845, 1603.887, 2265.407, 40.48457, 0.7941286, 0.2950533, 3265.802, 0.6301426, 2.98341, 2.964425, 1.03501, 0.5593041, 0.1892855, 0.2002907, 0.1968231, 
1993:3, 5182.388, 15460.28, 0, 6.922426, 0.816906, 13.38415, 0, 66.85598, 1.889005, 10.13153, 17.08786, 24.99948, 3.058019, 64.94733, 1629.741, 1603.908, 2265.381, 40.47639, 0.7907116, 0.2950505, 3265.748, 0.6301629, 2.983234, 2.966253, 1.034724, 0.5544111, 0.1892818, 0.2002851, 0.1968181, 
1993:4, 5182.262, 15459.16, 0, 6.92336, 0.8169391, 13.38482, 0, 66.85568, 1.888942, 10.13028, 17.08817, 25, 3.058042, 64.94495, 1629.689, 1603.932, 2265.38, 40.46999, 0.7881656, 0.295048, 3265.765, 0.6301814, 2.98309, 2.967839, 1.034507, 0.550874, 0.1892804, 0.2002821, 0.1968156, 
1993:5, 5182.213, 15458.4, 0, 6.924217, 0.8169633, 13.38536, 0, 66.85522, 1.888886, 10.12935, 17.08853, 25.0004, 3.058051, 64.94317, 1629.67, 1603.954, 2265.39, 40.46495, 0.7863182, 0.2950456, 3265.825, 0.630199, 2.982973, 2.969223, 1.034344, 0.5484185, 0.1892807, 0.2002807, 0.1968147, 
1993:6, 5182.206, 15457.87, 0, 6.925014, 0.816982, 13.38579, 0, 66.85471, 1.888844, 10.12865, 17.08889, 25.00073, 3.058053, 64.94189, 1629.668, 1603.971, 2265.402, 40.46092, 0.7850217, 0.2950434, 3265.907, 0.6302156, 2.982875, 2.970442, 1.034224, 0.546793, 0.189282, 0.2002804, 0.196815, 
1993:7, 5182.221, 15457.48, 0, 6.925771, 0.8169975, 13.38616, 0, 66.85416, 1.88882, 10.12809, 17.08926, 25.00103, 3.058051, 64.94102, 1629.675, 1603.983, 2265.414, 40.45763, 0.7841572, 0.2950412, 3266, 0.6302317, 2.98279, 2.971527, 1.034135, 0.5458017, 0.1892839, 0.2002808, 0.1968158, 
1993:8, 5182.242, 15457.14, 0, 6.926494, 0.817012, 13.38649, 0, 66.85361, 1.888816, 10.12758, 17.08965, 25.00132, 3.058047, 64.94048, 1629.684, 1603.991, 2265.423, 40.45487, 0.7836394, 0.295039, 3266.092, 0.630247, 2.982713, 2.972497, 1.034067, 0.5453194, 0.1892862, 0.2002816, 0.1968171, 
1993:9, 5182.265, 15456.81, 0, 6.927201, 0.8170277, 13.3868, 0, 66.85309, 1.888831, 10.12706, 17.09007, 25.00163, 3.058045, 64.94025, 1629.693, 1603.997, 2265.431, 40.45247, 0.7833933, 0.2950367, 3266.183, 0.6302617, 2.982635, 2.973371, 1.034013, 0.5452363, 0.1892887, 0.2002826, 0.1968186, 
1993:10, 5182.288, 15456.46, 0, 6.927899, 0.8170447, 13.38712, 0, 66.85259, 1.888865, 10.12647, 17.09054, 25.00199, 3.058043, 64.94021, 1629.702, 1604, 2265.438, 40.45028, 0.7833517, 0.2950343, 3266.27, 0.6302757, 2.982556, 2.974163, 1.033964, 0.5454538, 0.1892913, 0.2002837, 0.1968202, 
1993:11, 5182.306, 15456.06, 0, 6.92859, 0.8170648, 13.38747, 0, 66.85219, 1.888918, 10.12576, 17.09106, 25.00241, 3.058042, 64.94036, 1629.708, 1604.002, 2265.445, 40.44821, 0.7834541, 0.2950317, 3266.349, 0.6302888, 2.982468, 2.97489, 1.033916, 0.5458726, 0.1892941, 0.2002849, 0.1968219, 
1993:12, 5182.323, 15455.61, 0, 6.929284, 0.8170875, 13.38785, 0, 66.85187, 1.888984, 10.12493, 17.09165, 25.00289, 3.058043, 64.94059, 1629.713, 1604.004, 2265.452, 40.44617, 0.7836542, 0.295029, 3266.423, 0.6303009, 2.982371, 2.975564, 1.033864, 0.5464312, 0.1892969, 0.2002862, 0.1968237, 
1994:1, 5183.05, 15463.23, 0, 6.928205, 0.8175042, 13.38313, 0, 66.84234, 1.893627, 10.13519, 17.08904, 24.99841, 3.057823, 65.01439, 1629.999, 1604.005, 2265.537, 40.43812, 0.8577961, 0.2950379, 3267.2, 0.6303625, 2.983422, 2.954729, 1.033535, 0.6402844, 0.189311, 0.2003034, 0.1968399, 
1994:2, 5182.93, 15461.61, 0, 6.929175, 0.8175603, 13.38419, 0, 66.84282, 1.893637, 10.13264, 17.09023, 24.9997, 3.057852, 65.01199, 1629.946, 1604.001, 2265.521, 40.43102, 0.8553538, 0.2950339, 3267.18, 0.6303732, 2.983179, 2.956071, 1.03325, 0.6371586, 0.1893104, 0.2003006, 0.1968378, 
1994:3, 5182.879, 15460.27, 0, 6.930081, 0.8176125, 13.38516, 0, 66.84321, 1.893642, 10.1303, 17.09145, 25.00089, 3.057868, 65.00999, 1629.922, 1604.003, 2265.522, 40.42464, 0.8532743, 0.2950299, 3267.196, 0.6303824, 2.98295, 2.957337, 1.033001, 0.634418, 0.1893111, 0.2002991, 0.196837, 
1994:4, 5182.869, 15459.12, 0, 6.930952, 0.8176614, 13.38607, 0, 66.84355, 1.893647, 10.12813, 17.09268, 25.00203, 3.057878, 65.00829, 1629.915, 1604.006, 2265.531, 40.41882, 0.8515063, 0.2950259, 3267.235, 0.6303913, 2.982733, 2.958531, 1.032781, 0.6320307, 0.1893125, 0.2002985, 0.1968371, 
1994:5, 5182.882, 15458.09, 0, 6.931781, 0.8177079, 13.38693, 0, 66.84385, 1.893656, 10.12608, 17.09393, 25.00315, 3.057882, 65.0068, 1629.919, 1604.007, 2265.543, 40.41338, 0.8500053, 0.295022, 3267.286, 0.6303995, 2.982527, 2.959655, 1.032584, 0.6299684, 0.1893145, 0.2002984, 0.1968376, 
1994:6, 5182.907, 15457.14, 0, 6.932578, 0.8177531, 13.38774, 0, 66.84413, 1.893672, 10.12412, 17.09517, 25.00424, 3.057884, 65.00552, 1629.927, 1604.006, 2265.556, 40.40823, 0.8487303, 0.2950181, 3267.341, 0.630407, 2.98233, 2.960713, 1.032404, 0.6282027, 0.1893167, 0.2002986, 0.1968385, 
1994:7, 5182.937, 15456.22, 0, 6.933359, 0.8177982, 13.38853, 0, 66.84441, 1.893698, 10.1222, 17.09642, 25.00532, 3.057887, 65.00443, 1629.936, 1604.004, 2265.568, 40.40329, 0.8476459, 0.2950141, 3267.398, 0.6304143, 2.982136, 2.961709, 1.032237, 0.6267068, 0.1893191, 0.200299, 0.1968396, 
1994:8, 5182.967, 15455.33, 0, 6.934122, 0.8178437, 13.38931, 0, 66.84469, 1.893733, 10.1203, 17.09767, 25.00641, 3.057889, 65.00348, 1629.946, 1604, 2265.578, 40.39848, 0.8467207, 0.2950102, 3267.453, 0.6304213, 2.981946, 2.962647, 1.032079, 0.6254482, 0.1893216, 0.2002995, 0.1968407, 
1994:9, 5182.996, 15454.43, 0, 6.934871, 0.8178904, 13.39008, 0, 66.84499, 1.893777, 10.1184, 17.09892, 25.0075, 3.057892, 65.00269, 1629.955, 1603.995, 2265.587, 40.39376, 0.8459266, 0.2950062, 3267.506, 0.630428, 2.981756, 2.963532, 1.031926, 0.6243996, 0.1893241, 0.2003, 0.1968419, 
1994:10, 5183.022, 15453.53, 0, 6.935605, 0.8179381, 13.39084, 0, 66.84532, 1.89383, 10.11648, 17.10019, 25.00862, 3.057894, 65.002, 1629.962, 1603.989, 2265.596, 40.38909, 0.8452398, 0.2950022, 3267.553, 0.6304339, 2.981567, 2.964369, 1.031775, 0.6235374, 0.1893266, 0.2003005, 0.196843, 
1994:11, 5183.047, 15452.61, 0, 6.936333, 0.8179873, 13.39162, 0, 66.84566, 1.89389, 10.11452, 17.10148, 25.00974, 3.057898, 65.0014, 1629.969, 1603.983, 2265.605, 40.38444, 0.8446356, 0.2949982, 3267.599, 0.6304396, 2.981375, 2.965161, 1.031625, 0.6228359, 0.189329, 0.200301, 0.1968442, 
1994:12, 5183.071, 15451.67, 0, 6.937052, 0.8180377, 13.3924, 0, 66.84604, 1.893956, 10.11253, 17.10278, 25.01089, 3.057902, 65.00088, 1629.975, 1603.977, 2265.614, 40.37979, 0.8440948, 0.2949941, 3267.641, 0.6304449, 2.981181, 2.965911, 1.031473, 0.622272, 0.1893314, 0.2003015, 0.1968453, 
1995:1, 5183.34, 15453.57, 0, 6.938661, 0.8181335, 13.39115, 0, 66.84158, 1.895862, 10.11462, 17.10266, 25.01096, 3.057847, 65.02662, 1630.068, 1603.97, 2265.649, 40.3728, 0.869656, 0.2949904, 3268.113, 0.6305033, 2.981392, 2.997324, 1.031274, 0.6037022, 0.1893661, 0.2003271, 0.1968737, 
1995:2, 5183.272, 15452.29, 0, 6.938982, 0.8181943, 13.39203, 0, 66.84246, 1.895974, 10.11238, 17.1042, 25.01241, 3.057867, 65.02606, 1630.035, 1603.966, 2265.646, 40.36578, 0.8691515, 0.2949847, 3268.037, 0.6304968, 2.981184, 2.997669, 1.03105, 0.603581, 0.1893652, 0.2003247, 0.1968718, 
1995:3, 5183.253, 15451.12, 0, 6.939291, 0.8182535, 13.39293, 0, 66.84335, 1.896052, 10.11011, 17.10585, 25.01386, 3.057878, 65.02524, 1630.024, 1603.962, 2265.651, 40.35874, 0.8683854, 0.2949793, 3267.986, 0.6304894, 2.98097, 2.998049, 1.030807, 0.6030585, 0.1893648, 0.2003228, 0.1968704, 
1995:4, 5183.263, 15450.02, 0, 6.939594, 0.8183113, 13.39387, 0, 66.84429, 1.896108, 10.10783, 17.10756, 25.01531, 3.057882, 65.02422, 1630.026, 1603.954, 2265.657, 40.35167, 0.8674203, 0.2949743, 3267.953, 0.6304818, 2.980751, 2.998452, 1.030551, 0.6022285, 0.1893645, 0.2003211, 0.1968693, 
1995:5, 5183.288, 15448.95, 0, 6.939893, 0.8183677, 13.39481, 0, 66.84525, 1.896147, 10.10555, 17.10931, 25.01676, 3.057883, 65.02299, 1630.035, 1603.944, 2265.664, 40.34457, 0.8663048, 0.2949696, 3267.928, 0.6304739, 2.980531, 2.998866, 1.030284, 0.6011624, 0.1893643, 0.2003195, 0.1968681, 
1995:6, 5183.32, 15447.91, 0, 6.940183, 0.8184231, 13.39576, 0, 66.84618, 1.896175, 10.10327, 17.11107, 25.0182, 3.057882, 65.02169, 1630.047, 1603.931, 2265.669, 40.33746, 0.8650753, 0.2949652, 3267.907, 0.6304661, 2.980312, 2.999283, 1.030008, 0.599914, 0.1893639, 0.2003179, 0.196867, 
1995:7, 5183.354, 15446.88, 0, 6.94047, 0.8184782, 13.39671, 0, 66.84715, 1.896196, 10.101, 17.11282, 25.01962, 3.05788, 65.02032, 1630.061, 1603.915, 2265.671, 40.33034, 0.8637598, 0.2949611, 3267.889, 0.6304584, 2.980093, 2.999699, 1.029725, 0.5985236, 0.1893635, 0.2003163, 0.1968657, 
1995:8, 5183.389, 15445.86, 0, 6.940751, 0.8185322, 13.39765, 0, 66.84811, 1.89621, 10.09874, 17.11455, 25.02101, 3.057877, 65.01888, 1630.075, 1603.897, 2265.672, 40.32324, 0.8623788, 0.2949572, 3267.871, 0.6304507, 2.979877, 3.00011, 1.029437, 0.5970213, 0.189363, 0.2003146, 0.1968645, 
1995:9, 5183.42, 15444.84, 0, 6.94102, 0.8185858, 13.3986, 0, 66.84908, 1.896222, 10.0965, 17.11627, 25.02239, 3.057875, 65.01741, 1630.088, 1603.879, 2265.67, 40.31618, 0.8609478, 0.2949535, 3267.851, 0.630443, 2.979662, 3.000513, 1.029144, 0.5954294, 0.1893624, 0.2003128, 0.196863, 
1995:10, 5183.449, 15443.83, 0, 6.941284, 0.8186388, 13.39953, 0, 66.85004, 1.89623, 10.09427, 17.11796, 25.02375, 3.057873, 65.01594, 1630.1, 1603.86, 2265.668, 40.30916, 0.8594789, 0.2949499, 3267.83, 0.6304353, 2.97945, 3.000907, 1.028847, 0.5937647, 0.1893616, 0.2003109, 0.1968615, 
1995:11, 5183.477, 15442.82, 0, 6.941535, 0.8186908, 13.40046, 0, 66.85102, 1.896235, 10.09207, 17.11963, 25.02509, 3.057871, 65.01442, 1630.112, 1603.84, 2265.665, 40.3022, 0.85798, 0.2949465, 3267.807, 0.6304276, 2.97924, 3.001291, 1.028546, 0.5920399, 0.1893607, 0.200309, 0.19686, 
1995:12, 5183.502, 15441.83, 0, 6.941773, 0.8187421, 13.40138, 0, 66.85198, 1.896237, 10.08989, 17.12126, 25.02641, 3.057869, 65.01291, 1630.123, 1603.821, 2265.661, 40.29532, 0.8564596, 0.2949433, 3267.782, 0.6304197, 2.979033, 3.001663, 1.028242, 0.5902684, 0.1893597, 0.200307, 0.1968583, 
1996:1, 5187.125, 15481.14, 0, 6.930828, 0.8212849, 13.37689, 0, 66.81025, 1.917489, 10.14327, 17.10629, 25.0026, 3.05676, 65.37971, 1631.556, 1603.801, 2266.051, 40.25797, 1.225171, 0.2949974, 3271.01, 0.6306016, 2.984531, 2.922185, 1.026466, 0.9419252, 0.1894197, 0.200387, 0.1969318, 
1996:2, 5186.269, 15473.57, 0, 6.932408, 0.8214288, 13.38137, 0, 66.81561, 1.916874, 10.13232, 17.11071, 25.008, 3.056937, 65.35803, 1631.2, 1603.753, 2265.889, 40.22635, 1.203396, 0.2949871, 3270.37, 0.6305825, 2.983565, 2.924989, 1.024874, 0.9238596, 0.1893977, 0.2003613, 0.1969073, 
1996:3, 5185.779, 15467.61, 0, 6.933731, 0.8215536, 13.38534, 0, 66.82035, 1.916262, 10.12277, 17.11517, 25.01273, 3.057043, 65.33958, 1630.999, 1603.735, 2265.818, 40.19909, 1.184512, 0.2949779, 3269.949, 0.6305608, 2.982697, 2.92744, 1.023439, 0.9082762, 0.1893826, 0.2003427, 0.1968898, 
1996:4, 5185.528, 15462.81, 0, 6.934858, 0.8216586, 13.3889, 0, 66.82457, 1.915665, 10.11435, 17.11956, 25.01697, 3.057104, 65.32334, 1630.899, 1603.724, 2265.793, 40.1752, 1.167976, 0.2949697, 3269.674, 0.6305383, 2.981916, 2.929587, 1.022132, 0.8947527, 0.189372, 0.2003289, 0.1968771, 
1996:5, 5185.421, 15458.81, 0, 6.935831, 0.8217483, 13.3921, 0, 66.82839, 1.915097, 10.10683, 17.12384, 25.02081, 3.057135, 65.30885, 1630.861, 1603.71, 2265.786, 40.15393, 1.153361, 0.2949621, 3269.49, 0.6305158, 2.981207, 2.931472, 1.020933, 0.8829467, 0.1893645, 0.2003184, 0.1968676, 
1996:6, 5185.401, 15455.4, 0, 6.936687, 0.8218262, 13.39502, 0, 66.83186, 1.914563, 10.10003, 17.12798, 25.02435, 3.05715, 65.29581, 1630.859, 1603.689, 2265.786, 40.13472, 1.140328, 0.2949551, 3269.363, 0.6304938, 2.980559, 2.933129, 1.01982, 0.8725795, 0.189359, 0.2003101, 0.1968602, 
1996:7, 5185.424, 15452.36, 0, 6.937449, 0.821897, 13.39772, 0, 66.83509, 1.914072, 10.09379, 17.13194, 25.02764, 3.057155, 65.28403, 1630.876, 1603.66, 2265.784, 40.11714, 1.128606, 0.2949486, 3269.267, 0.6304724, 2.979961, 2.934589, 1.018777, 0.8634235, 0.1893547, 0.2003032, 0.1968542, 
1996:8, 5185.469, 15449.6, 0, 6.938143, 0.8219631, 13.40023, 0, 66.83809, 1.913624, 10.08796, 17.13575, 25.03073, 3.057156, 65.27333, 1630.901, 1603.625, 2265.779, 40.10088, 1.117977, 0.2949424, 3269.187, 0.6304515, 2.979403, 2.935878, 1.017789, 0.8552917, 0.1893512, 0.2002973, 0.1968491, 
1996:9, 5185.52, 15447.01, 0, 6.938785, 0.8220271, 13.4026, 0, 66.84094, 1.913218, 10.08243, 17.13943, 25.03366, 3.057154, 65.26359, 1630.928, 1603.587, 2265.77, 40.08567, 1.108265, 0.2949364, 3269.115, 0.6304314, 2.978874, 2.937017, 1.016843, 0.8480292, 0.1893482, 0.200292, 0.1968446, 
1996:10, 5185.57, 15444.53, 0, 6.939389, 0.8220909, 13.40487, 0, 66.8437, 1.912853, 10.0771, 17.14299, 25.03651, 3.057153, 65.25465, 1630.954, 1603.546, 2265.758, 40.07133, 1.099323, 0.2949306, 3269.044, 0.6304116, 2.978367, 2.938027, 1.015929, 0.8415052, 0.1893456, 0.2002871, 0.1968405, 
1996:11, 5185.616, 15442.11, 0, 6.93997, 0.8221552, 13.40707, 0, 66.84638, 1.912527, 10.0719, 17.14646, 25.03925, 3.057153, 65.2464, 1630.978, 1603.504, 2265.744, 40.05769, 1.091034, 0.2949249, 3268.971, 0.6303921, 2.977875, 2.938922, 1.015038, 0.8356098, 0.1893432, 0.2002826, 0.1968366, 
1996:12, 5185.657, 15439.73, 0, 6.940536, 0.8222211, 13.40922, 0, 66.84904, 1.912237, 10.06676, 17.14985, 25.04197, 3.057153, 65.23874, 1630.998, 1603.462, 2265.73, 40.04464, 1.083297, 0.2949192, 3268.896, 0.6303726, 2.977391, 2.939718, 1.014163, 0.8302481, 0.189341, 0.2002782, 0.196833, 
1997:1, 5185.284, 15433.25, 0, 6.944517, 0.8220406, 13.41408, 0, 66.85255, 1.910093, 10.05673, 17.15499, 25.0476, 3.057256, 65.19311, 1630.865, 1603.421, 2265.675, 40.03521, 1.037328, 0.2949068, 3268.861, 0.6304111, 2.976355, 2.966759, 1.013454, 0.7757186, 0.18933, 0.2002627, 0.1968189, 
