EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FeedingTime

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,0.9997508,1,1,0.9997769,1,1,1,1,1,1,1,0.9997939,1,0.9998747,1,0.9997531,1,1,1,1,1,1
2,1.000222,1,1,0.9999428,1,1,1,1,1,1,1,1.002278,1,1.000057,1,0.9998392,1,1,1,1,1,1
3,1.000966,1,1,1.00014,1,1,1,1,1,1,1,1.006026,1,1.000347,1,0.9998967,1,1,1,1,1,1
4,1.001831,1,1,1.000359,1,1,1,1,1,1,1,1.010181,1,1.000656,1,0.9999368,1,1,1,1,1,1
5,1.002727,1,1,1.000616,1,1,1,1,1,1,1,1.014361,1,1.000917,1,0.9999734,1,1,1,1,1,1
6,1.003598,1,1,1.000928,1,1,1,1,1,1,1,1.01852,1,1.001079,1,1.000012,1,1,1,1,1,1
7,1.004408,1,1,1.001311,1,1,1,1,1,1,1,1.022772,1,1.001105,1,1.000054,1,1,1,1,1,1
8,1.005137,1,1,1.001777,1,1,1,1,1,1,1,1.027214,1,1.000969,1,1.0001,1,1,1,1,1,1
9,1.005773,1,1,1.002334,1,1,1,1,1,1,1,1.031799,1,1.00066,1,1.000149,1,1,1,1,1,1
10,1.006315,1,1,1.002984,1,1,1,1,1,1,1,1.036268,1,1.000178,1,1.000199,1,1,1,1,1,1
11,1.006766,1,1,1.003721,1,1,1,1,1,1,1,1.040155,1,0.9995348,1,1.000251,1,1,1,1,1,1
12,1.007137,1,1,1.004533,1,1,1,1,1,1,1,1.042859,1,0.9987513,1,1.000303,1,1,1,1,1,1
13,1.00744,1,1,1.005405,1,1,1,1,1,1,1,1.043753,1,0.9978558,1,1.000354,1,1,1,1,1,1
14,1.00779,1,1,1.006269,1,1,1,1,1,1,1,1.043119,1,0.9968043,1,1.000429,1,1,1,1,1,1
15,1.00821,1,1,1.007044,1,1,1,1,1,1,1,1.041251,1,0.995751,1,1.00052,1,1,1,1,1,1
16,1.008721,1,1,1.007694,1,1,1,1,1,1,1,1.038312,1,0.9947901,1,1.000619,1,1,1,1,1,1
17,1.009336,1,1,1.008206,1,1,1,1,1,1,1,1.034369,1,0.9939557,1,1.000719,1,1,1,1,1,1
18,1.010067,1,1,1.008581,1,1,1,1,1,1,1,1.029471,1,0.9932309,1,1.000814,1,1,1,1,1,1
19,1.010919,1,1,1.008826,1,1,1,1,1,1,1,1.023707,1,0.9925615,1,1.0009,1,1,1,1,1,1
20,1.011896,1,1,1.008954,1,1,1,1,1,1,1,1.017238,1,0.9918696,1,1.000973,1,1,1,1,1,1
