EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TotalCatch

year,value
1985,0.1569698
1986,0.196068
1987,0.1668667
1988,0.1742396
1989,0.1663987
1990,0.4670534
1991,0.4244345
1992,0.5500231
1993,0.7870519
1994,0.8492442
1995,0.8639165
1996,1.141937
1997,1.018668
1998,1.116114
1999,1.222206
2000,1.176553
2001,1.165892
2002,1.134207
2003,0.6535477
2004,0.5072781
2005,0.2719275
2006,0.2816978
2007,0.2526948
2008,0.2457534
2009,0.2991807
2010,0.2019591
2011,0.22727
2012,0.2865307
2013,0.2850137
2014,0.3264134
2015,0.3398871
2016,0.3604093
2017,0.4676963
