EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"10/17/2023 10:05:33 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FeedingTime

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,1.078023,1,1,1.462768,1,1,1,1,1,1,1,1.429131,1,1.392638,1,1.487084,1,1,1,1,1,1
1986,1.221184,1,1,1.250703,1,1,1,1,1,1,1,1.896753,1,1.230801,1,1.360502,1,1,1,1,1,1
1987,1.33729,1,1,1.179412,1,1,1,1,1,1,1,2,1,1.246839,1,1.323509,1,1,1,1,1,1
1988,1.364361,1,1,1.783072,1,1,1,1,1,1,1,2,1,1.646935,1,1.993865,1,1,1,1,1,1
1989,1.433719,1,1,1.083103,1,1,1,1,1,1,1,1.907052,1,1.06955,1,1.38331,1,1,1,1,1,1
1990,0.5155039,1,1,0.5734592,1,1,1,1,1,1,1,1.116872,1,0.4258483,1,0.5753448,1,1,1,1,1,1
1991,0.6300435,1,1,1.342274,1,1,1,1,1,1,1,0.6513603,1,0.8082619,1,1.170319,1,1,1,1,1,1
1992,1.338811,1,1,1.386687,1,1,1,1,1,1,1,1.540853,1,1.730971,1,1.57522,1,1,1,1,1,1
1993,1.285727,1,1,0.8736165,1,1,1,1,1,1,1,1.280508,1,0.823744,1,0.8893998,1,1,1,1,1,1
1994,1.244864,1,1,1.04107,1,1,1,1,1,1,1,1.430786,1,1.194779,1,1.126377,1,1,1,1,1,1
1995,1.260215,1,1,1.714818,1,1,1,1,1,1,1,1.936119,1,1.538287,1,1.78807,1,1,1,1,1,1
1996,1.689567,1,1,0.6831815,1,1,1,1,1,1,1,1.787315,1,0.7603574,1,0.843272,1,1,1,1,1,1
1997,0.9481325,1,1,1.008195,1,1,1,1,1,1,1,0.9997371,1,0.6161864,1,0.842596,1,1,1,1,1,1
1998,1.161299,1,1,0.9258505,1,1,1,1,1,1,1,1.190313,1,0.8811278,1,0.9613031,1,1,1,1,1,1
1999,1.119464,1,1,1.800761,1,1,1,1,1,1,1,1.651392,1,1.440853,1,1.816476,1,1,1,1,1,1
2000,1.666728,1,1,0.8005764,1,1,1,1,1,1,1,1.862285,1,0.7829833,1,0.9561314,1,1,1,1,1,1
2001,1.251259,1,1,1.10603,1,1,1,1,1,1,1,1.901585,1,0.9100354,1,1.1579,1,1,1,1,1,1
2002,1.170244,1,1,1.886775,1,1,1,1,1,1,1,2,1,1.476145,1,1.924225,1,1,1,1,1,1
2003,1.797916,1,1,0.660812,1,1,1,1,1,1,1,1.331988,1,0.5401721,1,0.8509772,1,1,1,1,1,1
2004,1.004404,1,1,0.5689607,1,1,1,1,1,1,1,1.30093,1,0.4782,1,0.6109146,1,1,1,1,1,1
2005,0.9591435,1,1,0.8011206,1,1,1,1,1,1,1,1.071761,1,0.6620529,1,0.8426145,1,1,1,1,1,1
2006,1.197821,1,1,0.6690779,1,1,1,1,1,1,1,1.076869,1,0.7412565,1,0.7696851,1,1,1,1,1,1
2007,0.8926567,1,1,0.9476438,1,1,1,1,1,1,1,0.5733392,1,0.5773183,1,0.8910678,1,1,1,1,1,1
2008,1.326691,1,1,1.331673,1,1,1,1,1,1,1,1.530445,1,1.487619,1,1.545976,1,1,1,1,1,1
2009,1.464262,1,1,0.7229499,1,1,1,1,1,1,1,1.242002,1,0.7465952,1,0.8408186,1,1,1,1,1,1
2010,1.037981,1,1,0.7543445,1,1,1,1,1,1,1,0.8468637,1,0.4959981,1,0.71153,1,1,1,1,1,1
2011,1.179142,1,1,1.058113,1,1,1,1,1,1,1,1.251413,1,1.041796,1,1.172097,1,1,1,1,1,1
2012,1.130378,1,1,1.401465,1,1,1,1,1,1,1,1.444987,1,1.025689,1,1.383019,1,1,1,1,1,1
2013,1.557153,1,1,1.178705,1,1,1,1,1,1,1,1.920756,1,1.173514,1,1.452888,1,1,1,1,1,1
2014,1.380496,1,1,0.9471207,1,1,1,1,1,1,1,1.691514,1,0.7943677,1,1.011549,1,1,1,1,1,1
2015,1.233742,1,1,1.336136,1,1,1,1,1,1,1,2,1,1.047749,1,1.394164,1,1,1,1,1,1
2016,1.355513,1,1,1.654492,1,1,1,1,1,1,1,2,1,1.226548,1,1.831025,1,1,1,1,1,1
2017,1.606329,1,1,1.559326,1,1,1,1,1,1,1,1.994781,1,1.276359,1,1.762664,1,1,1,1,1,1
