Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1997:7, 5730.177, 17137.71, 0, 6.709573, 0.602735, 13.69071, 0, 67.05557, 1.409438, 10.53197, 21.88256, 27.81014, 2.940477, 49.3311, 1899.392, 1183.044, 1948.042, 39.7571, 0.6273423, 0.2994415, 3599.437, 0.6281546, 2.990782, 3.282498, 0.9519183, 0.2226966, 0.1942472, 0.2061838, 0.2023879, 
1997:8, 5020.626, 15309.97, 0, 6.659297, 0.6474945, 13.61107, 0, 67.05136, 1.637349, 10.39342, 21.12655, 27.97233, 3.051244, 52.11412, 1593.322, 978.0858, 1615.714, 36.42915, 0.6178032, 0.299495, 3202.519, 0.6378725, 3.049415, 3.254565, 0.9656805, 0.2300835, 0.184654, 0.1968564, 0.1929444, 
1997:9, 4447.974, 13771.04, 0, 6.595444, 0.6476171, 13.59146, 0, 67.15721, 1.807842, 10.20043, 21.14699, 28.65696, 3.175672, 51.6343, 1349.006, 886.5929, 1422.929, 32.97375, 0.6010727, 0.298741, 2869.13, 0.6450421, 3.096026, 3.255492, 0.9727736, 0.2208338, 0.1750675, 0.1873068, 0.1833542, 
1997:10, 3937.799, 12338.3, 0, 6.523052, 0.6287568, 13.62043, 0, 67.30309, 1.9725, 9.952176, 21.52614, 29.53973, 3.329765, 49.99382, 1132.612, 740.8821, 1187.735, 29.50121, 0.5845495, 0.2974699, 2562.941, 0.6508564, 3.1333, 3.267119, 0.9740028, 0.2104044, 0.1644488, 0.1765187, 0.1725906, 
1997:11, 3522.361, 11109.8, 0, 6.663303, 0.90905, 13.2632, 0, 66.47753, 2.807179, 9.879753, 15.73794, 24.60392, 3.51, 72.59844, 930.9233, 585.8792, 949.9111, 31.18822, 0.5807256, 0.3005528, 2314.789, 0.6571698, 3.154079, 3.063051, 1.003127, 0.1850943, 0.1520542, 0.1636658, 0.159854, 
1997:12, 3507.528, 11027.04, 0, 6.859028, 0.9741011, 13.0945, 0, 66.26228, 2.951111, 9.858969, 14.34863, 23.72162, 3.533518, 77.55058, 915.0944, 1005.187, 1364.232, 33.11786, 0.5860741, 0.2997812, 2307.698, 0.6579273, 3.143821, 3.009506, 1.007064, 0.201755, 0.1518134, 0.1632457, 0.159506, 
1998:1, 3765.328, 11708.8, 0, 7.071, 1.038522, 13.04329, 0, 66.02328, 2.884238, 9.939676, 13.47361, 23.0421, 3.428171, 81.81577, 1016.533, 1277.782, 1680.706, 37.10394, 0.6894939, 0.2990245, 2476.741, 0.6577756, 3.109637, 2.919369, 1.000413, 0.3757168, 0.1596018, 0.171086, 0.1673659, 
1998:2, 4312.359, 13139.89, 0, 7.258992, 1.055936, 13.12533, 0, 65.92286, 2.587931, 10.04894, 13.47875, 22.77743, 3.251319, 82.51786, 1243.823, 1713.722, 2213.117, 42.34947, 0.7448817, 0.29782, 2817.228, 0.6532916, 3.047032, 2.907965, 0.9866518, 0.4514673, 0.1731462, 0.1845292, 0.1808925, 
1998:3, 5109.176, 15158.86, 0, 7.390393, 1.015397, 13.28516, 0, 65.93012, 2.204229, 10.1747, 14.0851, 22.564, 3.076796, 79.94895, 1580.602, 2194.645, 2835.975, 47.616, 0.8333209, 0.2966436, 3288.099, 0.6435674, 2.966986, 2.911921, 0.9733394, 0.5571211, 0.1878029, 0.198735, 0.1952893, 
1998:4, 5992.782, 17345.03, 0, 7.435882, 0.9382646, 13.44838, 0, 66.01517, 1.864196, 10.2981, 14.99037, 22.43189, 2.947698, 75.53646, 1957.501, 2574.92, 3374.397, 51.76127, 0.9552249, 0.2958759, 3785.124, 0.6316139, 2.89432, 2.92328, 0.9645253, 0.6883535, 0.1995241, 0.2098688, 0.2066404, 
1998:5, 6766.896, 19237.05, 0, 7.446578, 0.8799952, 13.56589, 0, 66.0381, 1.646472, 10.42297, 15.67699, 22.2465, 2.866124, 72.66537, 2288.327, 2759.227, 3697.015, 55.29076, 1.124007, 0.295757, 4211.464, 0.6223627, 2.842817, 2.925235, 0.959872, 0.8487229, 0.2071932, 0.2170878, 0.2140178, 
1998:6, 7416.417, 20796.89, 0, 7.543685, 0.8885475, 13.63071, 0, 65.77587, 1.562941, 10.59824, 15.52596, 21.52681, 2.813084, 75.07498, 2561.326, 2882.965, 3934.58, 60.7886, 1.34632, 0.2963557, 4588.406, 0.6186823, 2.80417, 2.901832, 0.9541333, 1.027903, 0.2122441, 0.2218482, 0.2188782, 
1998:7, 8150, 22692.88, 0, 7.18803, 0.6689071, 13.75322, 0, 66.56776, 1.221771, 10.60032, 18.55283, 23.42288, 2.760279, 58.37766, 2894.222, 3287.93, 4477.716, 56.56338, 1.54037, 0.2952532, 4903.967, 0.6017138, 2.784403, 2.984835, 0.9611599, 1.24638, 0.2172792, 0.2265527, 0.2236945, 
1998:8, 7909.896, 22262.98, 0, 6.938227, 0.5762171, 13.77439, 0, 66.98476, 1.127339, 10.59907, 20.67609, 25.19988, 2.766786, 50.10863, 2808.767, 2394.968, 3547.153, 51.0749, 1.650091, 0.2953258, 4739.53, 0.5991899, 2.814573, 3.048544, 0.9684317, 1.391325, 0.2155792, 0.2252093, 0.2222313, 
1998:9, 7152.1, 20518.39, 0, 6.758777, 0.5245872, 13.7801, 0, 67.28542, 1.128776, 10.52235, 22.59801, 27.21216, 2.810924, 44.515, 2499.879, 1736.689, 2758.31, 44.80909, 1.658442, 0.2954016, 4321.885, 0.604282, 2.868863, 3.114716, 0.9745134, 1.467669, 0.2100618, 0.2203161, 0.2171247, 
1998:10, 6171.656, 18134.62, 0, 6.657923, 0.5242351, 13.76289, 0, 67.42904, 1.24648, 10.37943, 23.61381, 28.82536, 2.895149, 43.05698, 2088.666, 1210.053, 2059.079, 39.18112, 1.627149, 0.2955224, 3798.305, 0.6154435, 2.938372, 3.152252, 0.981377, 1.502507, 0.2011425, 0.2121134, 0.2086681, 
1998:11, 5205.994, 15649.44, 0, 6.611248, 0.4959343, 13.84526, 0, 67.57397, 1.355678, 10.1179, 25.43673, 31.16402, 3.018843, 39.43861, 1685.061, 888.4155, 1568.816, 33.35255, 1.552071, 0.294858, 3278.941, 0.6298395, 3.006043, 3.224495, 0.9789108, 1.537716, 0.1895871, 0.2011344, 0.1974697, 
1998:12, 4277.914, 13103.55, 0, 6.701969, 0.4543185, 14.06676, 0, 67.55892, 1.490018, 9.728025, 27.90392, 33.98864, 3.211597, 35.2286, 1296.792, 575.458, 1094.213, 27.84838, 1.416069, 0.293349, 2780.973, 0.6500768, 3.06307, 3.341332, 0.9643462, 1.545123, 0.1741636, 0.1859937, 0.1821898, 
1999:1, 3505.317, 11008.76, 0, 6.267581, 0.6497742, 13.74017, 0, 67.60871, 2.312407, 9.421364, 22.56116, 30.40019, 3.509057, 51.49958, 947.4346, 327.3163, 701.0676, 25.72478, 1.56343, 0.2947596, 2274.138, 0.648768, 3.140589, 3.090839, 0.9914214, 1.461156, 0.1542103, 0.165696, 0.1619428, 
1999:2, 3062.864, 9647.645, 0, 6.315625, 0.8276284, 13.40828, 0, 67.18278, 3.130798, 9.134892, 17.68332, 26.15287, 3.794104, 67.13685, 740.1324, 443.615, 732.3522, 25.33392, 1.369727, 0.2962143, 1982.739, 0.6473482, 3.149877, 2.91432, 1.009672, 1.164669, 0.1379742, 0.1485446, 0.1450532, 
1999:3, 2906.618, 9107.665, 0, 6.57367, 0.944688, 13.12866, 0, 66.75196, 3.616313, 8.984714, 14.70447, 23.53491, 3.939845, 77.24463, 660.5047, 620.774, 877.8147, 26.48339, 1.219015, 0.2967014, 1880.461, 0.6469585, 3.133423, 2.826183, 1.015292, 0.9712798, 0.1308313, 0.1408052, 0.1375041, 
1999:4, 2963.817, 9243.965, 0, 6.513109, 0.7921879, 13.25609, 0, 67.45047, 3.142928, 8.84521, 16.79343, 26.55633, 3.921871, 63.92123, 691.7937, 863.6686, 1135.016, 24.6157, 1.095208, 0.2919014, 1900.687, 0.6412972, 3.118939, 2.908045, 1.00901, 0.9238483, 0.1346419, 0.1447686, 0.1414405, 
1999:5, 2900.99, 9001.372, 0, 6.426689, 0.7145677, 13.37735, 0, 67.87384, 3.00283, 8.604722, 18.14104, 28.01811, 3.990203, 57.58844, 669.4396, 693.9614, 956.8951, 22.6556, 0.9713507, 0.2891597, 1846.957, 0.6366643, 3.102862, 2.969356, 1.000893, 0.8230731, 0.1327194, 0.1426543, 0.1393928, 
1999:6, 2736.049, 8424.729, 0, 6.315744, 0.5939555, 13.60987, 0, 68.41832, 2.839085, 8.223009, 20.81006, 30.43011, 4.173102, 48.30627, 607.3327, 558.2021, 796.0279, 19.78349, 0.846903, 0.2853075, 1728.719, 0.6318303, 3.079159, 3.084101, 0.9815156, 0.712956, 0.1262942, 0.1357433, 0.132633, 
1999:7, 2463.929, 7455.138, 0, 6.296896, 0.477992, 13.94732, 0, 68.81628, 2.809108, 7.652422, 24.04489, 32.64008, 4.566916, 40.08664, 499.4303, 359.5594, 553.1355, 16.79817, 0.7310431, 0.28068, 1544.869, 0.6269941, 3.025712, 3.240554, 0.9459692, 0.5842986, 0.1131535, 0.1215007, 0.1187315, 
1999:8, 2158.785, 6291.857, 0, 6.383778, 0.3879451, 14.32807, 0, 69.06461, 2.999392, 6.836211, 26.87821, 33.22877, 5.27799, 34.77905, 374.2375, 195.9815, 338.2734, 14.21888, 0.6296033, 0.2753414, 1327.569, 0.6149611, 2.914536, 3.425468, 0.8976181, 0.4430991, 0.09434657, 0.100709, 0.09857327, 
1999:9, 2024.017, 5747.463, 0, 6.872991, 1.116882, 12.20442, 0, 66.28867, 6.908705, 6.608335, 8.316071, 10.37801, 5.46971, 107.3138, 262.7271, 97.88818, 195.0291, 23.16882, 0.5781762, 0.2966039, 1160.66, 0.5734437, 2.839632, 2.736533, 0.9433155, 0.1608404, 0.07342941, 0.07706719, 0.07583018, 
1999:10, 2299.429, 6787.625, 0, 7.204111, 1.268432, 12.18699, 0, 66.2307, 5.93953, 7.170247, 9.286339, 16.54025, 4.796238, 109.9941, 369.4294, 1159.803, 1303.803, 32.88543, 0.6039841, 0.2949747, 1402.292, 0.6098435, 2.951874, 2.796913, 0.9261088, 0.218228, 0.09548717, 0.1021678, 0.09994955, 
1999:11, 3702.699, 10962.27, 0, 7.283247, 1.110285, 13.32033, 0, 66.90771, 3.093552, 8.28484, 13.11671, 23.78145, 3.499831, 82.78129, 975.184, 2169.332, 2567.761, 36.55471, 0.6390253, 0.2890896, 2380.332, 0.6428639, 2.960616, 2.911478, 0.9259331, 0.280624, 0.1609849, 0.1711467, 0.1679338, 
1999:12, 4717.377, 13646.36, 0, 7.249747, 0.9314404, 13.60965, 0, 67.28732, 2.230688, 8.691153, 15.49673, 24.76095, 3.177536, 69.83698, 1414.765, 2206.776, 2788.945, 37.81871, 0.6692605, 0.2887243, 2973.655, 0.630362, 2.892785, 2.985734, 0.9228557, 0.3264284, 0.1839095, 0.1937634, 0.1906934, 
2000:1, 5239.909, 15022.74, 0, 7.138703, 0.8441903, 13.71074, 0, 67.46893, 1.924827, 8.912601, 16.90457, 25.1733, 3.068616, 64.29607, 1643.285, 2006.089, 2683.041, 38.17738, 0.7635787, 0.2892708, 3258.979, 0.6219534, 2.866985, 2.999521, 0.9194515, 0.4733864, 0.1920546, 0.2017313, 0.1987284, 
2000:2, 5436.3, 15568.27, 0, 7.031492, 0.7990825, 13.75107, 0, 67.58932, 1.802221, 9.026799, 17.81653, 25.58406, 3.031404, 61.40805, 1731.919, 1834.737, 2547.781, 37.80545, 0.7703376, 0.2898378, 3359.889, 0.618047, 2.863762, 3.032305, 0.9180041, 0.4927062, 0.1945337, 0.2042418, 0.2012293, 
2000:3, 5426.699, 15592.82, 0, 6.952199, 0.7840931, 13.75466, 0, 67.64013, 1.779977, 9.088939, 18.2838, 25.89248, 3.028954, 60.42529, 1731.183, 1678.489, 2390.258, 37.14083, 0.7663734, 0.2903937, 3351.046, 0.617511, 2.873353, 3.050944, 0.9177439, 0.5003914, 0.1941452, 0.2040089, 0.2009424, 
2000:4, 5325.068, 15356.83, 0, 7.008377, 0.852266, 13.70653, 0, 67.35916, 1.907601, 9.166053, 17.39546, 25.19279, 3.043209, 65.60291, 1684.217, 1561.501, 2252.907, 38.22661, 0.7553345, 0.2915649, 3312.035, 0.6219705, 2.883876, 3.028114, 0.9166772, 0.4832961, 0.1923511, 0.2024106, 0.1992749, 
2000:5, 5353.866, 15447.29, 0, 7.024659, 0.8564592, 13.69881, 0, 67.29783, 1.904205, 9.218046, 17.33448, 25.09009, 3.037582, 66.0546, 1696.488, 1701.336, 2397.437, 38.84261, 0.7432607, 0.2920173, 3333.515, 0.622637, 2.88526, 3.030501, 0.9136046, 0.4779878, 0.19256, 0.2026801, 0.1995233, 
2000:6, 5418.75, 15610.33, 0, 7.122049, 0.901841, 13.67915, 0, 67.03786, 1.95082, 9.308288, 16.64801, 24.40952, 3.026794, 69.70119, 1720.559, 1735.048, 2440.863, 40.84618, 0.7292011, 0.2928868, 3387.917, 0.6252211, 2.8808, 3.014611, 0.9089252, 0.4610392, 0.1931638, 0.2033246, 0.200154, 
2000:7, 5635.965, 16137.09, 0, 7.272054, 0.9507937, 13.67693, 0, 66.70284, 1.959581, 9.437819, 15.90216, 23.52235, 2.994767, 73.90142, 1808.037, 1935.569, 2677.82, 44.45028, 0.7236382, 0.2937728, 3533.985, 0.6270417, 2.863234, 2.996707, 0.9008218, 0.4539638, 0.1957449, 0.2058332, 0.2026896, 
2000:8, 6075.874, 17220.77, 0, 7.340834, 0.9257517, 13.72533, 0, 66.61021, 1.821182, 9.576689, 16.04756, 23.19939, 2.938468, 72.98073, 1994.72, 2280.28, 3100.456, 47.57656, 0.714111, 0.2940234, 3787.177, 0.623314, 2.834287, 3.01052, 0.8929531, 0.4382286, 0.2007917, 0.2106536, 0.2075908, 
2000:9, 6563.009, 18415.2, 0, 7.390423, 0.8976069, 13.77728, 0, 66.51469, 1.688176, 9.731846, 16.24159, 22.87853, 2.886002, 72.00268, 2202.081, 2478.229, 3384.712, 50.6858, 0.7097244, 0.2943836, 4063.372, 0.6191324, 2.805908, 3.025128, 0.8864827, 0.428261, 0.2055552, 0.215198, 0.2122118, 
2000:10, 7014.468, 19605.48, 0, 7.094899, 0.6974835, 13.88543, 0, 67.21657, 1.360759, 9.744859, 19.03896, 24.74336, 2.840796, 57.13508, 2412.056, 2652.724, 3646.018, 46.91779, 0.6883613, 0.2934083, 4250.04, 0.6058962, 2.795006, 3.122569, 0.8848234, 0.4190577, 0.2096034, 0.2190615, 0.216139, 
2000:11, 6751.814, 19061.57, 0, 6.901329, 0.6247926, 13.90925, 0, 67.54851, 1.293213, 9.722898, 20.70982, 26.23481, 2.856991, 50.91761, 2312.343, 1958.598, 2908.577, 42.74235, 0.6472816, 0.2934405, 4085.92, 0.6051587, 2.823178, 3.192637, 0.8860151, 0.3532866, 0.2071895, 0.2169929, 0.2139529, 
2000:12, 6166.166, 17688.27, 0, 6.789855, 0.6263485, 13.87797, 0, 67.67194, 1.377944, 9.655937, 21.24756, 27.1627, 2.911315, 50.18043, 2067.82, 1496.061, 2342.558, 39.13103, 0.6034333, 0.2937439, 3766.571, 0.6108449, 2.8686, 3.228184, 0.8914322, 0.2630317, 0.2013454, 0.2116591, 0.2084412, 
2001:1, 5533.831, 16157.97, 0, 6.689179, 0.6322586, 13.84106, 0, 67.7793, 1.503957, 9.55424, 21.66061, 28.11359, 2.988623, 49.7753, 1801.857, 1241.659, 1976.163, 35.50817, 0.6761743, 0.2937685, 3419.431, 0.617914, 2.919853, 3.24483, 0.8956686, 0.3359775, 0.1939066, 0.2046866, 0.2012997, 
2001:2, 4910.477, 14575.51, 0, 6.599728, 0.6382411, 13.82773, 0, 67.90292, 1.657329, 9.374051, 21.95592, 29.02938, 3.092392, 49.48482, 1538.437, 1023.734, 1647.803, 32.03993, 0.6171144, 0.2934902, 3070.432, 0.6252819, 2.968247, 3.273696, 0.899155, 0.216238, 0.1849001, 0.1960356, 0.19251, 
2001:3, 4372.849, 13149.48, 0, 6.716516, 0.857143, 13.5995, 0, 67.27747, 2.223984, 9.325383, 17.85646, 26.20665, 3.221316, 65.91052, 1291.562, 840.4621, 1361.556, 32.86372, 0.5759505, 0.295543, 2784.159, 0.6366924, 3.007073, 3.152144, 0.9205305, 0.1146717, 0.1744376, 0.185752, 0.1821398, 
2001:4, 4204.747, 12693.52, 0, 6.687939, 0.8041332, 13.5892, 0, 67.51396, 2.20365, 9.201107, 18.42608, 27.07814, 3.275108, 61.71603, 1222.134, 1161.397, 1654.012, 31.26678, 0.5443013, 0.2941357, 2675.954, 0.6364127, 3.018854, 3.176185, 0.921471, 0.05371628, 0.1712852, 0.1825278, 0.1789344, 
2001:5, 4045.803, 12243.55, 0, 6.749962, 0.8629548, 13.51771, 0, 67.32642, 2.389733, 9.15321, 17.24093, 26.26312, 3.328841, 66.11725, 1149.262, 1040.008, 1502.545, 31.40237, 0.5272626, 0.294349, 2587.14, 0.6394625, 3.026235, 3.138046, 0.9272823, 0.02705044, 0.1675857, 0.1787776, 0.1751931, 
2001:6, 4023.084, 12149.26, 0, 6.927102, 0.9678419, 13.42011, 0, 66.91035, 2.591174, 9.183425, 15.51729, 24.78945, 3.339894, 73.98021, 1130.574, 1140.435, 1595.769, 33.71142, 0.5273175, 0.2951409, 2589.622, 0.6436907, 3.019887, 3.076083, 0.9297199, 0.04357044, 0.1668476, 0.1779671, 0.174408, 
2001:7, 4253.151, 12742.78, 0, 7.051456, 0.9826217, 13.41702, 0, 66.79182, 2.493639, 9.263455, 15.20464, 24.41813, 3.27203, 75.00848, 1224.842, 1448.696, 1944.101, 36.21022, 0.5416483, 0.294794, 2733.465, 0.6426918, 2.996079, 3.051925, 0.9259747, 0.09318446, 0.1722824, 0.1833034, 0.1797957, 
2001:8, 4615.127, 13686.25, 0, 7.059207, 0.9156265, 13.49193, 0, 66.97058, 2.224533, 9.338125, 16.02164, 24.85017, 3.179984, 70.12917, 1381.176, 1684.602, 2245.784, 37.26511, 0.5676818, 0.2938072, 2937.995, 0.636601, 2.965519, 3.057657, 0.9219229, 0.1722416, 0.1798679, 0.190717, 0.1872874, 
2001:9, 4875.037, 14366.82, 0, 6.968094, 0.8210952, 13.5808, 0, 67.29827, 1.981137, 9.350601, 17.38916, 25.74596, 3.122545, 63.22947, 1498.009, 1693.655, 2303.757, 36.4491, 0.5872464, 0.2928703, 3070.188, 0.6297774, 2.947017, 3.086295, 0.9190853, 0.2397508, 0.184702, 0.1954129, 0.1920402, 
2001:10, 4885.338, 14413.21, 0, 6.804086, 0.7190267, 13.66838, 0, 67.72127, 1.809254, 9.278005, 19.23684, 27.24261, 3.117145, 55.45076, 1511.797, 1503.725, 2119.333, 33.787, 0.5925573, 0.2919043, 3054.374, 0.6252123, 2.950298, 3.13689, 0.916205, 0.2774177, 0.1851318, 0.195855, 0.1924786, 
2001:11, 4596.18, 13666.71, 0, 6.613137, 0.5886664, 13.81873, 0, 68.24255, 1.656639, 9.080296, 22.30919, 29.99856, 3.173892, 45.12912, 1402.992, 1177.233, 1746.918, 29.23521, 0.5805399, 0.2903063, 2872.815, 0.625044, 2.973494, 3.235551, 0.9061279, 0.2841678, 0.1805541, 0.1914399, 0.1879985, 
2001:12, 4022.037, 12089.56, 0, 6.557868, 0.4907572, 14.05513, 0, 68.50961, 1.635107, 8.751545, 25.74024, 33.24383, 3.328515, 37.2345, 1171.123, 743.2551, 1215.708, 24.4827, 0.5578767, 0.2882862, 2551.351, 0.6343431, 3.00583, 3.362833, 0.885695, 0.2615163, 0.1692282, 0.1802878, 0.1767591, 
2002:1, 3355.826, 10176.05, 0, 6.65409, 0.432734, 14.34694, 0, 68.40643, 1.790884, 8.368911, 28.83069, 36.08126, 3.616835, 32.86864, 894.9663, 413.0161, 769.8315, 20.3208, 0.7737682, 0.2856626, 2181.111, 0.6499476, 3.032354, 3.370965, 0.8533419, 0.7684597, 0.151578, 0.1624314, 0.1589205, 
2002:2, 2742.003, 8213.319, 0, 7.043058, 0.3704776, 14.86254, 0, 68.04356, 2.013244, 7.667128, 32.2236, 38.397, 4.110217, 28.88209, 638.2368, 215.6423, 465.8436, 16.78908, 0.6733011, 0.2814874, 1829.605, 0.6672513, 2.995372, 3.606296, 0.8047489, 0.6576362, 0.1284647, 0.1381493, 0.1349639, 
2002:3, 2259.235, 6553.231, 0, 7.049755, 0.3485155, 15.21317, 0, 68.09574, 2.555791, 6.737034, 33.04223, 37.14033, 4.916385, 29.55706, 429.9747, 95.35934, 259.5884, 14.19147, 0.5827991, 0.2769599, 1481.78, 0.6558768, 2.900641, 3.769809, 0.7617837, 0.4859759, 0.1017789, 0.1090296, 0.1066007, 
2002:4, 1927.66, 5266.287, 0, 6.760392, 0.3249655, 15.34457, 0, 68.70452, 3.329761, 5.53581, 32.16215, 32.26376, 6.116912, 31.66107, 283.4751, 50.50306, 154.9108, 12.18832, 0.4943241, 0.2720279, 1181.224, 0.6127761, 2.731958, 3.8762, 0.7195826, 0.2633949, 0.07597812, 0.07992532, 0.0785808, 
2002:5, 1740.35, 4478.194, 0, 5.611643, 0.4092304, 14.3573, 0, 70.04568, 5.196389, 4.379778, 24.31111, 19.4004, 7.391081, 47.44167, 188.0245, 29.54692, 95.52781, 11.14826, 0.4256163, 0.2726157, 912.574, 0.5243624, 2.573158, 3.390795, 0.7465779, 0.07055539, 0.05443355, 0.05513413, 0.05489268, 
2002:6, 1667.191, 4094.849, 0, 5.854724, 0.5923878, 12.54397, 0, 69.53683, 7.730653, 3.741431, 14.91226, 9.173263, 7.932861, 75.34235, 134.8203, 58.78621, 103.9527, 11.34743, 0.368053, 0.2799626, 777.6563, 0.466447, 2.456136, 2.936126, 0.8224028, -0.06569733, 0.04045477, 0.03907016, 0.03955319, 
2002:7, 1645.168, 3957.168, 0, 6.328213, 0.638336, 11.40491, 0, 69.44898, 8.517478, 3.662076, 11.77084, 7.660311, 8.260974, 83.29154, 115.8579, 150.994, 189.4771, 11.70901, 0.3263865, 0.2803957, 726.9897, 0.4418938, 2.405327, 2.830397, 0.8588593, -0.1508173, 0.03555164, 0.03375505, 0.0343812, 
2002:8, 1652.021, 3997.639, 0, 6.199204, 0.5660342, 11.38731, 0, 70.19578, 7.73118, 3.920487, 12.49086, 9.93731, 8.505144, 72.90321, 121.3347, 223.1644, 264.8624, 11.34528, 0.2984672, 0.274085, 725.6735, 0.4392641, 2.419847, 2.860326, 0.8674235, -0.1994776, 0.03798436, 0.03702616, 0.03735751, 
2002:9, 1680.566, 4128.284, 0, 6.319793, 0.6419247, 11.14041, 0, 69.85383, 7.882651, 4.161394, 11.2555, 9.985988, 8.118113, 79.07125, 127.9431, 221.2071, 266.3995, 12.25664, 0.2730606, 0.2754908, 747.3073, 0.444676, 2.456485, 2.833911, 0.889534, -0.2538868, 0.04055033, 0.04033453, 0.04040892, 
2002:10, 1785.625, 4591.942, 0, 7.097972, 1.004228, 10.72436, 0, 67.76635, 8.655239, 4.75185, 7.60741, 8.838118, 6.817146, 109.1705, 152.7609, 321.5125, 378.009, 20.24866, 0.2773191, 0.2872104, 864.5049, 0.4841471, 2.571617, 2.72412, 0.8696093, -0.2291132, 0.04853503, 0.04984646, 0.0494023, 
2002:11, 2354.338, 6753.971, 0, 6.997882, 1.179237, 12.60225, 0, 67.54318, 5.479994, 6.197459, 10.54223, 19.41435, 4.780737, 96.94098, 395.5225, 1138.795, 1298.037, 27.46341, 0.3048145, 0.2843931, 1403.433, 0.5961049, 2.868734, 2.798569, 0.857578, -0.1482328, 0.101606, 0.109218, 0.1067453, 
2002:12, 3444.961, 9984.536, 0, 7.279724, 1.176385, 13.47612, 0, 67.40042, 3.435956, 7.231377, 12.76774, 23.72326, 3.638927, 85.67226, 861.0246, 1814.305, 2169.067, 33.64239, 0.3415011, 0.2851482, 2189.831, 0.6356621, 2.898302, 2.856872, 0.8444922, -0.04833791, 0.1540982, 0.1638012, 0.1607506, 
2003:1, 4556.351, 12922.37, 0, 7.335438, 1.010749, 13.80296, 0, 67.59393, 2.408141, 7.848767, 15.00907, 24.58369, 3.223871, 73.61002, 1339.707, 2230.624, 2785.738, 36.51945, 0.3217366, 0.2859245, 2862.196, 0.6281773, 2.836124, 3.007505, 0.8402938, -0.1672974, 0.1818688, 0.1912303, 0.1883325, 
2003:2, 5294.885, 14808.29, 0, 7.37213, 0.9678288, 13.90783, 0, 67.41156, 2.072756, 8.267892, 15.69034, 24.08194, 3.065749, 71.98824, 1655.121, 2185.899, 2872.314, 40.17558, 0.3436683, 0.2876857, 3294.516, 0.6222073, 2.796715, 3.030493, 0.8327264, -0.1130924, 0.1935181, 0.2025754, 0.199786, 
2003:3, 5911.022, 16370.08, 0, 7.358096, 0.9165416, 13.97159, 0, 67.32571, 1.83865, 8.589409, 16.36184, 23.84586, 2.9711, 69.79676, 1919.71, 2334.647, 3130.843, 43.02105, 0.3633131, 0.2889591, 3641.724, 0.6160904, 2.769415, 3.054745, 0.8277355, -0.06051688, 0.2009332, 0.209782, 0.2070639, 
2003:4, 6388.775, 17590.33, 0, 7.33064, 0.8737954, 14.00552, 0, 67.256, 1.681978, 8.852089, 16.88889, 23.71445, 2.91222, 67.96663, 2125.815, 2404.231, 3285.46, 45.20192, 0.3688837, 0.2900617, 3906.805, 0.6115108, 2.753319, 3.085055, 0.8244643, -0.05777989, 0.2055623, 0.2143309, 0.2116399, 
2003:5, 6740.692, 18491.5, 0, 7.359073, 0.8705256, 14.01244, 0, 67.05495, 1.61358, 9.08944, 16.89049, 23.31526, 2.874896, 68.83468, 2275.839, 2430.606, 3373.298, 47.95151, 0.3711199, 0.2912827, 4112.888, 0.610158, 2.743265, 3.10094, 0.8217092, -0.06345964, 0.2083737, 0.2171629, 0.2144651, 
2003:6, 7106.552, 19393.87, 0, 7.475964, 0.9022635, 14.01303, 0, 66.68086, 1.591209, 9.336678, 16.37321, 22.51177, 2.841913, 72.47992, 2428.142, 2572.374, 3577.631, 52.52148, 0.3669438, 0.2926392, 4342.53, 0.6110601, 2.729012, 3.10781, 0.8176938, -0.09933012, 0.2109796, 0.2197773, 0.2170767, 
2003:7, 7664.66, 20756.86, 0, 7.511615, 0.8708544, 14.04654, 0, 66.53738, 1.475471, 9.558125, 16.55657, 22.18443, 2.799429, 71.63771, 2666.299, 2940.998, 4044.819, 56.3624, 0.3668264, 0.2934362, 4655.556, 0.6074054, 2.708125, 3.131271, 0.8133017, -0.1149796, 0.2147892, 0.2234651, 0.2208049, 
2003:8, 8230.687, 22139.85, 0, 7.524437, 0.8342369, 14.07873, 0, 66.42719, 1.366863, 9.768555, 16.81289, 21.95148, 2.762782, 70.33453, 2908.795, 3138.794, 4342.761, 59.7689, 0.366707, 0.2941805, 4967.608, 0.6035472, 2.689916, 3.156525, 0.8098649, -0.1295585, 0.21809, 0.2266764, 0.2240457, 
2003:9, 8751.629, 23393.73, 0, 7.596595, 0.8324755, 14.09812, 0, 66.17448, 1.31057, 9.98776, 16.63597, 21.43126, 2.734201, 71.74859, 3129.051, 3276.636, 4571.368, 64.43603, 0.3666534, 0.2951081, 5269.949, 0.6021678, 2.673071, 3.169455, 0.8069671, -0.1447143, 0.2206617, 0.2292107, 0.2265922, 
