EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"10/17/2023 10:05:33 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"Prey of menhaden 6+"

timestep\group,zooplankton,phytoplankton,Detritus,
1,0.6937227,0.1372876,0.1689897
2,0.7041789,0.1211664,0.1746546
3,0.710992,0.10727,0.1817379
4,0.7237399,0.08443687,0.1918233
5,0.6464832,0.1627445,0.1907723
6,0.5551773,0.2542238,0.190599
7,0.488926,0.3261588,0.1849152
8,0.5135012,0.3058747,0.1806241
9,0.56255,0.26076,0.17669
10,0.5989241,0.2269434,0.1741325
11,0.6104251,0.2199811,0.1695937
12,0.6516422,0.1748944,0.1734634
13,0.6637013,0.1610258,0.1752728
14,0.6627194,0.1604096,0.176871
15,0.6633147,0.1561082,0.1805771
16,0.6674888,0.1458895,0.1866217
17,0.6720808,0.1333852,0.194534
18,0.6329802,0.170466,0.1965538
19,0.5855672,0.2165673,0.1978655
20,0.5479006,0.2537478,0.1983516
21,0.5576177,0.2369955,0.2053868
22,0.5644564,0.2245557,0.2109879
23,0.5423151,0.248677,0.2090079
24,0.5049203,0.2954194,0.1996604
25,0.5132836,0.2912469,0.1954695
26,0.5531964,0.2479317,0.198872
27,0.5713357,0.2286379,0.2000264
28,0.5627927,0.2413703,0.1958371
29,0.596036,0.2009064,0.2030576
30,0.6105947,0.1807454,0.20866
31,0.6237159,0.1600638,0.2162203
32,0.6311181,0.1439344,0.2249475
33,0.5927985,0.1817914,0.2254101
34,0.5503893,0.2228148,0.2267958
35,0.5221739,0.24673,0.2310961
36,0.5052747,0.2584989,0.2362265
37,0.4930561,0.2663805,0.2405634
38,0.4695019,0.2916701,0.238828
39,0.4702844,0.286647,0.2430686
40,0.4745541,0.2775519,0.247894
41,0.465246,0.2870479,0.2477061
42,0.4772736,0.266749,0.2559775
43,0.418536,0.3451594,0.2363045
44,0.4451307,0.3100315,0.2448377
45,0.464101,0.2846504,0.2512485
46,0.4727363,0.2716723,0.2555914
47,0.4336869,0.3246657,0.2416474
48,0.4613753,0.2863946,0.2522301
49,0.4806714,0.2571439,0.2621848
50,0.4542863,0.2901529,0.2555607
51,0.4376524,0.3102406,0.252107
52,0.4099447,0.3496453,0.2404101
53,0.4107858,0.3562756,0.2329385
54,0.4321654,0.3386228,0.2292119
55,0.455357,0.3180133,0.2266297
56,0.47628,0.2982968,0.2254231
57,0.4921322,0.2831286,0.2247391
58,0.4993084,0.2779178,0.2227737
59,0.5101002,0.2665889,0.2233109
60,0.5297863,0.2419118,0.2283019
61,0.5366237,0.2328453,0.230531
62,0.5401648,0.2272258,0.2326094
63,0.5456211,0.2180428,0.2363361
64,0.5405051,0.2221343,0.2373606
65,0.5234681,0.2421404,0.2343914
66,0.5299735,0.2319896,0.2380369
67,0.532388,0.2283651,0.2392469
68,0.5257614,0.2376765,0.2365621
69,0.5307506,0.2324307,0.2368188
70,0.520544,0.2481314,0.2313246
71,0.5404376,0.2245727,0.2349897
72,0.5419544,0.2248881,0.2331575
73,0.5491198,0.2171777,0.2337026
74,0.5657738,0.1982663,0.2359598
75,0.5604336,0.2067849,0.2327815
76,0.5645353,0.2029197,0.232545
77,0.5716552,0.1950244,0.2333204
78,0.5819031,0.1824572,0.2356397
79,0.5883911,0.1751125,0.2364965
80,0.5373961,0.2388689,0.223735
81,0.5017987,0.284118,0.2140833
82,0.5249572,0.2594699,0.2155729
83,0.5468566,0.239849,0.2132945
84,0.5594387,0.2335323,0.2070289
85,0.5750169,0.2209729,0.2040102
86,0.591013,0.2077638,0.2012233
87,0.5925506,0.2107689,0.1966805
88,0.6010688,0.2053495,0.1935817
89,0.6097349,0.2000648,0.1902004
90,0.5757313,0.2451264,0.1791423
91,0.5704052,0.2581586,0.1714361
92,0.5943675,0.2421419,0.1634905
93,0.6302201,0.2143156,0.1554644
94,0.6638092,0.1867676,0.1494232
95,0.6836033,0.173067,0.1433296
96,0.6971613,0.1657065,0.1371322
97,0.7165489,0.1511731,0.132278
98,0.7316029,0.1404945,0.1279026
99,0.7329016,0.1436235,0.1234749
100,0.7398413,0.1405666,0.1195921
101,0.774111,0.1075175,0.1183714
102,0.791912,0.09027066,0.1178173
103,0.8054113,0.07702159,0.1175671
104,0.8172305,0.06453549,0.118234
105,0.7967003,0.08509468,0.118205
106,0.772838,0.1073249,0.1198371
107,0.7437626,0.1355948,0.1206426
108,0.7162458,0.1649809,0.1187733
109,0.7214733,0.1640916,0.114435
110,0.7437748,0.1473027,0.1089226
111,0.7567429,0.1406275,0.1026297
112,0.7963639,0.1043171,0.09931897
113,0.813342,0.08997773,0.09668031
114,0.8241872,0.08091944,0.09489335
115,0.822911,0.08329255,0.09379654
116,0.8106604,0.09614061,0.0931991
117,0.8050967,0.1019481,0.09295522
118,0.8152435,0.09175035,0.09300614
119,0.8194044,0.08763279,0.09296278
120,0.8190648,0.08782694,0.09310828
121,0.8103331,0.09575867,0.09390825
122,0.8061169,0.09915366,0.0947294
123,0.8111557,0.0931875,0.09565682
124,0.814842,0.08760449,0.09755348
125,0.7983158,0.1013366,0.1003477
126,0.7748308,0.1198297,0.1053395
127,0.7661586,0.1197501,0.1140912
128,0.7617608,0.1114841,0.126755
129,0.7450617,0.1146311,0.1403071
130,0.5769383,0.2855858,0.1374758
131,0.6095991,0.250918,0.139483
132,0.6537088,0.205969,0.1403222
133,0.6642002,0.1950843,0.1407155
