"index","year","month","lag","raw_value","scaled_value","impacted_functional_group"
"amo",1998,6,1,0.476,1.92758253461129,"menhaden 0"
"amo",1998,7,1,0.474,1.92332268370607,"menhaden 0"
"amo",1998,8,1,0.499,1.9765708200213,"menhaden 0"
"amo",1998,9,1,0.398,1.76144834930777,"menhaden 0"
"amo",1998,10,1,0.368,1.6975505857295,"menhaden 0"
"amo",1998,11,1,0.303,1.5591054313099,"menhaden 0"
"amo",1998,12,1,0.265,1.47816826411076,"menhaden 0"
"amo",1999,1,1,0.037,0.992545260915868,"menhaden 0"
"amo",1999,2,1,0.043,1.00532481363152,"menhaden 0"
"amo",1999,3,1,0.055,1.03088391906283,"menhaden 0"
"amo",1999,4,1,0.038,0.994675186368477,"menhaden 0"
"amo",1999,5,1,0.148,1.22896698615548,"menhaden 0"
"amo",1999,6,1,0.166,1.26730564430245,"menhaden 0"
"amo",1999,7,1,0.184,1.30564430244941,"menhaden 0"
"amo",1999,8,1,0.293,1.53780617678381,"menhaden 0"
"amo",1999,9,1,0.171,1.2779552715655,"menhaden 0"
"amo",1999,10,1,0.003,0.920127795527157,"menhaden 0"
"amo",1999,11,1,-0.063,0.779552715654952,"menhaden 0"
"amo",1999,12,1,0.001,0.915867944621938,"menhaden 0"
"amo",2000,1,1,-0.098,0.705005324813631,"menhaden 0"
"amo",2000,2,1,-0.052,0.802981895633653,"menhaden 0"
"amo",2000,3,1,0.089,1.10330138445154,"menhaden 0"
"amo",2000,4,1,0.028,0.973375931842385,"menhaden 0"
"amo",2000,5,1,0.091,1.10756123535676,"menhaden 0"
"amo",2000,6,1,-0.032,0.845580404685836,"menhaden 0"
"amo",2000,7,1,0.058,1.03727369542066,"menhaden 0"
"amo",2000,8,1,0.089,1.10330138445154,"menhaden 0"
"amo",2000,9,1,0.088,1.10117145899893,"menhaden 0"
"amo",2000,10,1,-0.054,0.798722044728434,"menhaden 0"
"amo",2000,11,1,-0.067,0.771033013844515,"menhaden 0"
"amo",2000,12,1,-0.141,0.613418530351438,"menhaden 0"
"amo",2001,1,1,-0.142,0.611288604898829,"menhaden 0"
"amo",2001,2,1,-0.041,0.826411075612353,"menhaden 0"
"amo",2001,3,1,0,0.913738019169329,"menhaden 0"
"amo",2001,4,1,-0.026,0.858359957401491,"menhaden 0"
"amo",2001,5,1,-0.023,0.864749733759318,"menhaden 0"
"amo",2001,6,1,0.184,1.30564430244941,"menhaden 0"
"amo",2001,7,1,0.121,1.17145899893504,"menhaden 0"
"amo",2001,8,1,0.163,1.26091586794462,"menhaden 0"
"amo",2001,9,1,0.272,1.49307774227902,"menhaden 0"
"amo",2001,10,1,0.237,1.4185303514377,"menhaden 0"
"amo",2001,11,1,0.142,1.21618743343983,"menhaden 0"
"amo",2001,12,1,0.199,1.33759318423855,"menhaden 0"
"amo",2002,1,1,0.167,1.26943556975506,"menhaden 0"
"amo",2002,2,1,0.151,1.23535676251331,"menhaden 0"
"amo",2002,3,1,0.13,1.19062832800852,"menhaden 0"
"amo",2002,4,1,0.013,0.941427050053248,"menhaden 0"
"amo",2002,5,1,-0.063,0.779552715654952,"menhaden 0"
"amo",2002,6,1,-0.131,0.634717784877529,"menhaden 0"
"amo",2002,7,1,-0.08,0.743343982960596,"menhaden 0"
"amo",2002,8,1,0.092,1.10969116080937,"menhaden 0"
"amo",2002,9,1,0.065,1.05218317358892,"menhaden 0"
"amo",2002,10,1,0.097,1.12034078807242,"menhaden 0"
"amo",2002,11,1,0.005,0.924387646432375,"menhaden 0"
"amo",2002,12,1,-0.01,0.892438764643237,"menhaden 0"
"amo",2003,1,1,0.036,0.990415335463259,"menhaden 0"
"amo",2003,2,1,-0.027,0.856230031948882,"menhaden 0"
"amo",2003,3,1,0.098,1.12247071352503,"menhaden 0"
"amo",2003,4,1,0.065,1.05218317358892,"menhaden 0"
"amo",2003,5,1,0.137,1.20553780617678,"menhaden 0"
"amo",2003,6,1,0.191,1.32055378061768,"menhaden 0"
"amo",2003,7,1,0.262,1.47177848775293,"menhaden 0"
"amo",2003,8,1,0.401,1.7678381256656,"menhaden 0"
"amo",2003,9,1,0.437,1.84451544195953,"menhaden 0"
"amo",2003,10,1,0.412,1.7912673056443,"menhaden 0"
"amo",2003,11,1,0.209,1.35889243876464,"menhaden 0"
"amo",2003,12,1,0.21,1.36102236421725,"menhaden 0"
"amo",2004,1,1,0.196,1.33120340788072,"menhaden 0"
"amo",2004,2,1,0.195,1.32907348242811,"menhaden 0"
"amo",2004,3,1,0.143,1.21831735889244,"menhaden 0"
"amo",2004,4,1,0.094,1.11395101171459,"menhaden 0"
"amo",2004,5,1,-0.009,0.894568690095847,"menhaden 0"
"amo",2004,6,1,0.163,1.26091586794462,"menhaden 0"
"amo",2004,7,1,0.213,1.36741214057508,"menhaden 0"
"amo",2004,8,1,0.302,1.55697550585729,"menhaden 0"
"amo",2004,9,1,0.226,1.395101171459,"menhaden 0"
"amo",2004,10,1,0.228,1.39936102236422,"menhaden 0"
"amo",2004,11,1,0.206,1.35250266240682,"menhaden 0"
"amo",2004,12,1,0.173,1.28221512247071,"menhaden 0"
"amo",2005,1,1,0.096,1.11821086261981,"menhaden 0"
"amo",2005,2,1,0.111,1.15015974440895,"menhaden 0"
"amo",2005,3,1,0.27,1.4888178913738,"menhaden 0"
"amo",2005,4,1,0.277,1.50372736954207,"menhaden 0"
"amo",2005,5,1,0.278,1.50585729499468,"menhaden 0"
"amo",2005,6,1,0.312,1.57827476038339,"menhaden 0"
"amo",2005,7,1,0.432,1.83386581469649,"menhaden 0"
"amo",2005,8,1,0.425,1.81895633652822,"menhaden 0"
"amo",2005,9,1,0.404,1.77422790202343,"menhaden 0"
"amo",2005,10,1,0.223,1.38871139510117,"menhaden 0"
"amo",2005,11,1,0.125,1.17997870074547,"menhaden 0"
"amo",2005,12,1,0.201,1.34185303514377,"menhaden 0"
"amo",2006,1,1,0.109,1.14589989350373,"menhaden 0"
"amo",2006,2,1,0.06,1.04153354632588,"menhaden 0"
"amo",2006,3,1,0.045,1.00958466453674,"menhaden 0"
"amo",2006,4,1,0.183,1.3035143769968,"menhaden 0"
"amo",2006,5,1,0.293,1.53780617678381,"menhaden 0"
"amo",2006,6,1,0.318,1.59105431309904,"menhaden 0"
"amo",2006,7,1,0.36,1.68051118210863,"menhaden 0"
"amo",2006,8,1,0.386,1.73588924387646,"menhaden 0"
"amo",2006,9,1,0.349,1.65708200212993,"menhaden 0"
"amo",2006,10,1,0.319,1.59318423855165,"menhaden 0"
"amo",2006,11,1,0.274,1.49733759318424,"menhaden 0"
"amo",2006,12,1,0.156,1.24600638977636,"menhaden 0"
"amo",2007,1,1,0.156,1.24600638977636,"menhaden 0"
"amo",2007,2,1,0.202,1.34398296059638,"menhaden 0"
"amo",2007,3,1,0.112,1.15228966986155,"menhaden 0"
"amo",2007,4,1,0.144,1.22044728434505,"menhaden 0"
"amo",2007,5,1,0.097,1.12034078807242,"menhaden 0"
"amo",2007,6,1,0.073,1.0692225772098,"menhaden 0"
"amo",2007,7,1,0.114,1.15654952076677,"menhaden 0"
"amo",2007,8,1,0.04,0.998935037273695,"menhaden 0"
"amo",2007,9,1,0.083,1.09052183173589,"menhaden 0"
"amo",2007,10,1,0.143,1.21831735889244,"menhaden 0"
"amo",2007,11,1,0.161,1.2566560170394,"menhaden 0"
"amo",2007,12,1,0.096,1.11821086261981,"menhaden 0"
"amo",2008,1,1,0.015,0.945686900958466,"menhaden 0"
"amo",2008,2,1,0.113,1.15441959531416,"menhaden 0"
"amo",2008,3,1,0.144,1.22044728434505,"menhaden 0"
"amo",2008,4,1,0.028,0.973375931842385,"menhaden 0"
"amo",2008,5,1,0.157,1.24813631522897,"menhaden 0"
"amo",2008,6,1,0.241,1.42705005324814,"menhaden 0"
"amo",2008,7,1,0.191,1.32055378061768,"menhaden 0"
"amo",2008,8,1,0.16,1.25452609158679,"menhaden 0"
"amo",2008,9,1,0.183,1.3035143769968,"menhaden 0"
"amo",2008,10,1,0.087,1.09904153354633,"menhaden 0"
"amo",2008,11,1,-0.014,0.883919062832801,"menhaden 0"
"amo",2008,12,1,0.004,0.922257720979766,"menhaden 0"
"amo",2009,1,1,-0.074,0.756123535676251,"menhaden 0"
"amo",2009,2,1,-0.179,0.53248136315229,"menhaden 0"
"amo",2009,3,1,-0.175,0.541001064962726,"menhaden 0"
"amo",2009,4,1,-0.146,0.602768903088392,"menhaden 0"
"amo",2009,5,1,-0.076,0.751863684771033,"menhaden 0"
"amo",2009,6,1,0.106,1.1395101171459,"menhaden 0"
"amo",2009,7,1,0.213,1.36741214057508,"menhaden 0"
"amo",2009,8,1,0.137,1.20553780617678,"menhaden 0"
"amo",2009,9,1,0.042,1.00319488817891,"menhaden 0"
"amo",2009,10,1,0.149,1.23109691160809,"menhaden 0"
"amo",2009,11,1,0.054,1.02875399361022,"menhaden 0"
"amo",2009,12,1,0.067,1.05644302449414,"menhaden 0"
"amo",2010,1,1,0.025,0.966986155484558,"menhaden 0"
"amo",2010,2,1,0.162,1.25878594249201,"menhaden 0"
"amo",2010,3,1,0.272,1.49307774227902,"menhaden 0"
"amo",2010,4,1,0.41,1.78700745473908,"menhaden 0"
"amo",2010,5,1,0.444,1.8594249201278,"menhaden 0"
"amo",2010,6,1,0.432,1.83386581469649,"menhaden 0"
"amo",2010,7,1,0.435,1.84025559105431,"menhaden 0"
"amo",2010,8,1,0.51,2,"menhaden 0"
"amo",2010,9,1,0.434,1.8381256656017,"menhaden 0"
"amo",2010,10,1,0.309,1.57188498402556,"menhaden 0"
"amo",2010,11,1,0.22,1.38232161874334,"menhaden 0"
"amo",2010,12,1,0.192,1.32268370607029,"menhaden 0"
"amo",2011,1,1,0.128,1.1863684771033,"menhaden 0"
"amo",2011,2,1,0.093,1.11182108626198,"menhaden 0"
"amo",2011,3,1,0.04,0.998935037273695,"menhaden 0"
"amo",2011,4,1,0.076,1.07561235356762,"menhaden 0"
"amo",2011,5,1,0.136,1.20340788072417,"menhaden 0"
"amo",2011,6,1,0.163,1.26091586794462,"menhaden 0"
"amo",2011,7,1,0.076,1.07561235356762,"menhaden 0"
"amo",2011,8,1,0.131,1.19275825346113,"menhaden 0"
"amo",2011,9,1,0.129,1.18849840255591,"menhaden 0"
"amo",2011,10,1,0.047,1.01384451544196,"menhaden 0"
"amo",2011,11,1,-0.086,0.730564430244941,"menhaden 0"
"amo",2011,12,1,-0.06,0.78594249201278,"menhaden 0"
"amo",2012,1,1,-0.081,0.741214057507987,"menhaden 0"
"amo",2012,2,1,-0.011,0.890308839190628,"menhaden 0"
"amo",2012,3,1,0.01,0.935037273695421,"menhaden 0"
"amo",2012,4,1,0.064,1.05005324813632,"menhaden 0"
"amo",2012,5,1,0.149,1.23109691160809,"menhaden 0"
"amo",2012,6,1,0.284,1.51863684771033,"menhaden 0"
"amo",2012,7,1,0.359,1.67838125665602,"menhaden 0"
"amo",2012,8,1,0.415,1.79765708200213,"menhaden 0"
"amo",2012,9,1,0.433,1.83599574014909,"menhaden 0"
"amo",2012,10,1,0.314,1.5825346112886,"menhaden 0"
"amo",2012,11,1,0.149,1.23109691160809,"menhaden 0"
"amo",2012,12,1,0.125,1.17997870074547,"menhaden 0"
"amo",2013,1,1,0.112,1.15228966986155,"menhaden 0"
"amo",2013,2,1,0.1,1.12673056443024,"menhaden 0"
