EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"10/17/2023 10:05:32 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,forcing_pdsi_egg_amo1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,"PredationMortality of spiny dogfish"

year\group,"spiny dogfish",
1985,0.001305589
1986,0.001268073
1987,0.001224989
1988,0.001328099
1989,0.001112525
1990,0.0008954922
1991,0.001074195
1992,0.001133797
1993,0.0009389266
1994,0.001006637
1995,0.001192818
1996,0.0009878986
1997,0.0009794527
1998,0.00104543
1999,0.001306469
2000,0.001206514
2001,0.001260848
2002,0.001579578
2003,0.001236451
2004,0.001113844
2005,0.001182436
2006,0.001172174
2007,0.001218843
2008,0.001486943
2009,0.001359779
2010,0.001274508
2011,0.001411286
2012,0.001454434
2013,0.001577774
2014,0.001490543
2015,0.0015645
2016,0.001661004
2017,0.001698888
